supplier_id,industry,city,delivery_delay_days,quality_score,fulfilled_orders,cancelled_orders,late_shipments,contract_breaches,rating,reliability_class
GC-SUP-1006,electronics,Salem,14,92.7,101,6,13,1,3.7,0
GC-SUP-1007,agriculture,Coimbatore,13,78.3,439,43,74,0,3.4,0
GC-SUP-1008,manufacturing,Tiruppur,3,87.8,322,18,21,0,4.2,2
GC-SUP-1009,construction,Tiruppur,7,57.7,185,12,14,0,3.2,0
GC-SUP-1010,manufacturing,Chennai,5,57.8,301,17,46,0,3.6,0
GC-SUP-1011,textiles,Chennai,8,59.2,122,4,6,2,1.0,0
GC-SUP-1012,textiles,Erode,14,76.1,366,11,29,0,4.1,1
GC-SUP-1013,packaging,Coimbatore,6,74.7,478,15,8,0,3.5,1
GC-SUP-1014,agriculture,Chennai,2,93.8,218,5,35,0,5.0,0
GC-SUP-1015,construction,Erode,14,52.0,119,3,0,2,1.0,0
GC-SUP-1016,textiles,Coimbatore,3,78.7,498,44,74,1,2.3,0
GC-SUP-1017,construction,Salem,8,88.4,290,10,8,1,2.3,0
GC-SUP-1018,packaging,Tiruppur,2,85.7,186,13,0,0,4.7,2
GC-SUP-1019,construction,Tiruppur,2,72.9,18,1,1,1,2.1,0
GC-SUP-1020,textiles,Coimbatore,13,77.2,355,24,15,2,1.7,0
GC-SUP-1021,manufacturing,Erode,7,72.1,408,18,71,1,2.2,0
GC-SUP-1022,packaging,Chennai,9,59.0,337,27,22,1,1.5,0
GC-SUP-1023,textiles,Salem,14,81.2,378,25,63,2,1.0,0
GC-SUP-1024,construction,Salem,1,81.8,161,12,23,2,1.0,0
GC-SUP-1025,textiles,Chennai,11,73.6,137,11,0,0,4.1,1
GC-SUP-1026,agriculture,Coimbatore,14,65.7,486,17,46,1,1.7,0
GC-SUP-1027,textiles,Coimbatore,9,93.2,304,27,29,0,3.9,1
GC-SUP-1028,electronics,Coimbatore,10,59.4,317,4,55,2,1.0,0
GC-SUP-1029,agriculture,Erode,12,74.1,479,23,50,1,2.0,0
GC-SUP-1030,packaging,Tiruppur,5,63.6,71,1,10,1,1.6,0
GC-SUP-1031,manufacturing,Coimbatore,10,92.5,274,6,8,0,3.9,2
GC-SUP-1032,packaging,Chennai,2,56.5,329,30,51,1,1.4,0
GC-SUP-1033,manufacturing,Erode,4,80.3,445,18,27,2,1.1,0
GC-SUP-1034,construction,Coimbatore,14,90.3,116,5,19,0,5.0,0
GC-SUP-1035,packaging,Coimbatore,11,74.5,444,8,52,2,1.0,0
GC-SUP-1036,manufacturing,Salem,9,61.8,22,2,3,2,1.0,0
GC-SUP-1037,electronics,Coimbatore,12,98.6,385,17,28,0,4.7,2
GC-SUP-1038,agriculture,Salem,12,88.2,358,3,24,2,1.0,0
GC-SUP-1039,textiles,Tiruppur,5,79.6,108,10,17,1,2.4,0
GC-SUP-1040,textiles,Erode,6,93.4,205,8,36,2,1.0,0
GC-SUP-1041,electronics,Coimbatore,6,75.4,343,18,29,0,3.7,1
GC-SUP-1042,electronics,Salem,9,96.2,491,22,47,0,4.3,1
GC-SUP-1043,agriculture,Chennai,10,55.3,282,19,6,2,1.0,0
GC-SUP-1044,textiles,Erode,10,76.5,99,5,8,1,2.3,0
GC-SUP-1045,construction,Salem,9,76.7,40,3,8,2,1.0,0
GC-SUP-1046,manufacturing,Coimbatore,8,71.3,33,1,6,1,2.4,0
GC-SUP-1047,manufacturing,Chennai,6,92.3,291,0,55,0,4.8,0
GC-SUP-1048,textiles,Tiruppur,10,63.0,479,10,73,2,1.0,0
GC-SUP-1049,packaging,Erode,12,88.5,468,5,0,1,3.0,0
GC-SUP-1050,manufacturing,Erode,5,89.5,479,36,46,2,1.3,0
GC-SUP-1051,packaging,Erode,9,97.2,235,6,41,1,2.4,0
GC-SUP-1052,packaging,Tiruppur,13,71.1,406,0,64,2,1.0,0
GC-SUP-1053,construction,Chennai,11,80.5,392,29,56,0,4.1,1
GC-SUP-1054,textiles,Tiruppur,11,85.4,399,24,64,0,4.7,0
GC-SUP-1055,electronics,Tiruppur,2,73.9,422,1,72,0,4.4,0
GC-SUP-1056,agriculture,Salem,12,93.5,341,19,49,2,1.6,0
GC-SUP-1057,textiles,Coimbatore,4,97.4,280,0,15,2,2.6,0
GC-SUP-1058,agriculture,Erode,5,79.7,235,0,23,0,4.1,1
GC-SUP-1059,textiles,Salem,12,60.2,316,26,21,1,1.0,0
GC-SUP-1060,construction,Coimbatore,14,59.3,311,30,31,0,3.0,0
GC-SUP-1061,manufacturing,Tiruppur,12,56.3,236,8,37,1,1.0,0
GC-SUP-1062,construction,Chennai,2,77.3,311,16,34,0,4.1,1
GC-SUP-1063,packaging,Tiruppur,12,85.1,384,27,64,2,1.0,0
GC-SUP-1064,construction,Coimbatore,0,85.9,94,8,12,2,1.7,0
GC-SUP-1065,electronics,Coimbatore,12,55.9,496,23,66,1,1.9,0
GC-SUP-1066,agriculture,Erode,2,83.5,476,44,53,1,2.7,0
GC-SUP-1067,packaging,Coimbatore,10,63.9,471,15,10,0,3.3,0
GC-SUP-1068,manufacturing,Erode,13,78.9,215,20,42,2,1.0,0
GC-SUP-1069,textiles,Salem,6,73.0,263,4,42,2,1.1,0
GC-SUP-1070,agriculture,Chennai,9,66.3,66,0,6,1,1.0,0
GC-SUP-1071,textiles,Erode,2,73.8,347,2,43,1,1.8,0
GC-SUP-1072,construction,Salem,9,82.0,125,2,20,2,1.0,0
GC-SUP-1073,packaging,Coimbatore,0,72.5,195,11,0,2,1.0,0
GC-SUP-1074,electronics,Erode,2,61.1,426,35,60,0,2.8,0
GC-SUP-1075,manufacturing,Coimbatore,10,96.8,185,2,22,0,4.9,1
GC-SUP-1076,textiles,Salem,4,90.8,232,20,25,0,5.0,1
GC-SUP-1077,electronics,Tiruppur,12,98.9,325,2,64,0,4.8,0
GC-SUP-1078,manufacturing,Chennai,13,73.5,343,13,43,0,4.1,1
GC-SUP-1079,electronics,Tiruppur,0,90.1,207,15,30,0,4.4,1
GC-SUP-1080,manufacturing,Tiruppur,12,91.8,481,9,40,2,1.6,0
GC-SUP-1081,electronics,Erode,12,83.3,490,4,66,0,4.1,1
GC-SUP-1082,agriculture,Erode,12,58.3,453,17,55,0,3.2,0
GC-SUP-1083,agriculture,Salem,1,97.6,130,4,5,1,2.9,0
GC-SUP-1084,packaging,Coimbatore,0,70.3,63,1,0,0,3.3,1
GC-SUP-1085,construction,Coimbatore,6,73.9,296,19,41,0,3.4,1
GC-SUP-1086,packaging,Tiruppur,2,65.9,227,8,41,2,1.0,0
GC-SUP-1087,packaging,Tiruppur,12,70.9,121,4,18,0,3.9,1
GC-SUP-1088,manufacturing,Chennai,0,91.2,94,6,7,1,2.8,0
GC-SUP-1089,textiles,Coimbatore,2,79.0,499,40,92,1,2.8,0
GC-SUP-1090,textiles,Salem,8,62.4,359,19,2,2,1.0,0
GC-SUP-1091,agriculture,Tiruppur,14,62.5,130,0,26,0,3.4,0
GC-SUP-1092,agriculture,Coimbatore,7,51.4,46,0,6,0,2.5,0
GC-SUP-1093,agriculture,Tiruppur,9,64.6,329,3,42,2,1.0,0
GC-SUP-1094,agriculture,Tiruppur,2,69.3,274,8,8,2,1.3,0
GC-SUP-1095,packaging,Erode,10,79.8,213,5,40,2,1.1,0
GC-SUP-1096,construction,Chennai,1,98.9,330,18,53,0,4.4,0
GC-SUP-1097,packaging,Erode,6,82.7,347,30,32,2,1.0,0
GC-SUP-1098,packaging,Erode,8,91.5,345,6,52,2,1.4,0
GC-SUP-1099,construction,Salem,0,95.4,356,24,12,0,4.8,2
GC-SUP-1000,agriculture,Tiruppur,2,83.8,386,21,49,0,4.6,1
GC-SUP-1001,electronics,Salem,12,79.6,235,13,2,0,3.9,1
GC-SUP-1002,manufacturing,Chennai,6,95.2,251,12,22,2,1.7,0
GC-SUP-1003,textiles,Coimbatore,6,62.9,326,21,48,0,3.0,0
GC-SUP-1004,agriculture,Coimbatore,7,51.0,132,5,10,0,2.8,0
GC-SUP-1005,agriculture,Salem,4,82.8,134,8,26,1,2.8,0
GC-SUP-1006,construction,Erode,0,65.5,271,24,18,0,3.6,1
GC-SUP-1007,construction,Erode,12,65.8,209,10,17,1,1.9,0
GC-SUP-1008,packaging,Tiruppur,12,64.3,266,22,39,2,1.0,0
GC-SUP-1009,electronics,Erode,13,87.6,340,0,28,1,2.4,0
GC-SUP-1010,agriculture,Tiruppur,14,62.6,301,10,14,0,2.8,0
GC-SUP-1011,packaging,Salem,0,63.6,170,4,13,2,1.0,0
GC-SUP-1012,manufacturing,Salem,6,51.5,184,3,29,2,1.0,0
GC-SUP-1013,manufacturing,Coimbatore,14,96.8,36,1,1,1,2.6,0
GC-SUP-1014,construction,Erode,12,52.7,133,2,0,1,1.4,0
GC-SUP-1015,manufacturing,Chennai,0,95.8,116,11,7,1,3.3,0
GC-SUP-1016,agriculture,Chennai,7,68.9,395,15,69,0,3.2,0
GC-SUP-1017,agriculture,Erode,7,86.1,129,2,17,0,4.4,1
GC-SUP-1018,packaging,Tiruppur,3,86.3,75,1,0,0,4.8,2
GC-SUP-1019,agriculture,Tiruppur,9,86.7,479,24,60,1,2.7,0
GC-SUP-1020,manufacturing,Coimbatore,3,50.7,185,7,12,2,1.0,0
GC-SUP-1021,manufacturing,Chennai,8,81.8,96,5,0,0,4.2,2
GC-SUP-1022,construction,Coimbatore,2,51.3,476,36,70,1,1.1,0
GC-SUP-1023,packaging,Salem,8,81.3,440,39,6,1,2.9,0
GC-SUP-1024,electronics,Erode,12,83.3,388,18,59,0,4.9,0
GC-SUP-1025,agriculture,Tiruppur,2,57.2,463,43,86,1,1.0,0
GC-SUP-1026,textiles,Erode,8,82.9,184,11,4,0,4.6,2
GC-SUP-1027,packaging,Tiruppur,6,52.8,325,17,55,2,1.0,0
GC-SUP-1028,construction,Chennai,11,80.6,432,42,62,1,2.0,0
GC-SUP-1029,packaging,Erode,2,92.0,44,2,8,0,3.9,0
GC-SUP-1030,agriculture,Coimbatore,14,60.1,175,14,0,2,1.0,0
GC-SUP-1031,textiles,Tiruppur,13,61.6,22,2,2,1,1.9,0
GC-SUP-1032,construction,Chennai,5,74.2,400,35,40,1,1.7,0
GC-SUP-1033,agriculture,Chennai,10,56.6,243,15,12,0,3.1,0
GC-SUP-1034,electronics,Chennai,6,52.7,89,7,11,0,2.4,0
GC-SUP-1035,textiles,Coimbatore,7,88.0,144,8,7,2,1.0,0
GC-SUP-1036,textiles,Coimbatore,14,76.6,379,21,3,0,4.7,1
GC-SUP-1037,agriculture,Chennai,14,74.2,428,15,78,2,1.0,0
GC-SUP-1038,packaging,Erode,13,57.4,498,26,34,0,3.3,0
GC-SUP-1039,construction,Tiruppur,11,62.6,317,2,41,0,3.1,0
GC-SUP-1040,electronics,Chennai,6,87.2,136,11,0,2,1.0,0
GC-SUP-1041,agriculture,Chennai,7,70.2,204,14,0,2,1.0,0
GC-SUP-1042,textiles,Tiruppur,8,83.3,352,28,70,2,1.0,0
GC-SUP-1043,manufacturing,Salem,4,65.9,385,14,5,0,3.5,1
GC-SUP-1044,electronics,Erode,12,98.9,216,15,23,2,2.7,0
GC-SUP-1045,textiles,Tiruppur,0,68.7,245,12,29,1,2.3,0
GC-SUP-1046,packaging,Chennai,12,66.9,156,6,25,2,1.0,0
GC-SUP-1047,manufacturing,Coimbatore,14,90.7,487,42,61,2,1.8,0
GC-SUP-1048,agriculture,Erode,7,56.3,333,28,43,0,3.1,0
GC-SUP-1049,construction,Chennai,13,81.2,167,2,6,0,4.1,2
GC-SUP-1050,textiles,Tiruppur,8,87.1,371,12,53,2,1.9,0
GC-SUP-1051,electronics,Salem,9,65.8,358,34,60,1,2.0,0
GC-SUP-1052,construction,Tiruppur,13,61.2,213,10,1,1,1.4,0
GC-SUP-1053,electronics,Salem,6,94.5,221,17,41,2,1.5,0
GC-SUP-1054,construction,Tiruppur,9,55.0,288,23,51,0,2.9,0
GC-SUP-1055,packaging,Tiruppur,13,72.0,150,3,2,1,1.8,0
GC-SUP-1056,packaging,Coimbatore,11,93.8,211,2,31,1,2.6,0
GC-SUP-1057,manufacturing,Coimbatore,4,50.5,134,7,6,1,1.0,0
GC-SUP-1058,electronics,Salem,1,68.5,258,24,20,1,1.6,0
GC-SUP-1059,manufacturing,Coimbatore,10,97.7,154,0,25,1,3.7,0
GC-SUP-1060,packaging,Chennai,11,86.5,238,14,30,2,2.1,0
GC-SUP-1061,manufacturing,Tiruppur,2,58.6,41,3,0,2,1.0,0
GC-SUP-1062,manufacturing,Salem,4,73.6,485,38,22,1,2.4,0
GC-SUP-1063,textiles,Coimbatore,10,61.7,25,0,3,1,1.5,0
GC-SUP-1064,packaging,Chennai,1,85.1,75,4,14,2,1.4,0
GC-SUP-1065,agriculture,Coimbatore,14,95.6,194,16,8,1,2.6,0
GC-SUP-1066,agriculture,Tiruppur,3,82.4,106,6,5,1,2.3,0
GC-SUP-1067,construction,Salem,13,77.5,419,10,2,1,2.1,0
GC-SUP-1068,construction,Salem,13,55.6,317,10,25,1,1.0,0
GC-SUP-1069,electronics,Salem,11,79.6,124,8,3,1,3.0,0
GC-SUP-1070,packaging,Erode,1,74.5,25,1,2,1,1.8,0
GC-SUP-1071,electronics,Coimbatore,6,65.3,412,15,53,0,4.0,1
GC-SUP-1072,packaging,Erode,4,55.8,114,3,12,2,1.0,0
GC-SUP-1073,packaging,Erode,13,68.3,351,4,58,0,3.1,0
GC-SUP-1074,textiles,Erode,5,69.8,217,9,41,0,3.0,0
GC-SUP-1075,textiles,Erode,9,55.6,388,24,58,2,1.0,0
GC-SUP-1076,packaging,Erode,3,55.1,57,2,3,2,1.0,0
GC-SUP-1077,electronics,Chennai,4,73.5,482,30,40,0,4.3,1
GC-SUP-1078,manufacturing,Chennai,13,71.4,452,0,67,1,1.8,0
GC-SUP-1079,agriculture,Tiruppur,5,98.1,490,42,84,0,4.6,0
GC-SUP-1080,textiles,Chennai,2,61.0,403,11,32,2,1.0,0
GC-SUP-1081,agriculture,Coimbatore,14,92.8,282,17,36,1,2.7,0
GC-SUP-1082,manufacturing,Coimbatore,0,67.2,209,12,28,2,1.0,0
GC-SUP-1083,textiles,Tiruppur,14,72.9,368,9,6,0,3.5,1
GC-SUP-1084,construction,Salem,11,68.6,221,15,18,1,1.7,0
GC-SUP-1085,textiles,Coimbatore,2,78.5,68,2,5,2,1.0,0
GC-SUP-1086,manufacturing,Salem,14,65.4,80,8,4,1,1.4,0
GC-SUP-1087,textiles,Coimbatore,1,82.4,331,12,61,1,2.8,0
GC-SUP-1088,construction,Chennai,4,82.7,396,34,51,2,1.6,0
GC-SUP-1089,textiles,Tiruppur,7,88.9,65,5,10,1,2.8,0
GC-SUP-1090,agriculture,Salem,2,50.7,176,11,19,0,3.2,0
GC-SUP-1091,manufacturing,Coimbatore,13,74.2,38,1,4,0,4.1,1
GC-SUP-1092,agriculture,Coimbatore,2,51.6,282,8,44,0,2.4,0
GC-SUP-1093,electronics,Coimbatore,2,91.5,213,9,12,2,1.3,0
GC-SUP-1094,construction,Coimbatore,3,84.0,101,7,4,0,4.4,2
GC-SUP-1095,electronics,Erode,7,84.2,187,8,8,1,2.9,0
GC-SUP-1096,manufacturing,Erode,11,78.7,159,5,18,2,1.2,0
GC-SUP-1097,packaging,Chennai,1,81.4,323,17,2,2,1.3,0
GC-SUP-1098,textiles,Chennai,9,92.0,356,24,23,0,4.3,2
GC-SUP-1099,electronics,Erode,7,94.3,365,5,68,1,3.2,0
GC-SUP-1000,construction,Erode,9,88.5,269,7,23,2,1.8,0
GC-SUP-1001,packaging,Chennai,11,56.1,473,25,32,2,1.0,0
GC-SUP-1002,manufacturing,Salem,7,72.9,117,4,13,2,1.0,0
GC-SUP-1003,textiles,Salem,5,67.1,50,4,5,2,1.0,0
GC-SUP-1004,textiles,Tiruppur,7,56.5,445,15,5,0,3.5,0
GC-SUP-1005,manufacturing,Tiruppur,11,92.3,80,5,0,0,4.7,2
GC-SUP-1006,agriculture,Tiruppur,14,76.4,251,1,41,2,1.0,0
GC-SUP-1007,electronics,Coimbatore,12,58.4,380,22,11,0,2.3,0
GC-SUP-1008,manufacturing,Salem,5,97.8,201,12,24,2,1.1,0
GC-SUP-1009,construction,Erode,4,65.5,384,25,13,2,1.0,0
GC-SUP-1010,construction,Salem,5,50.2,62,1,6,1,1.0,0
GC-SUP-1011,agriculture,Chennai,6,87.3,99,3,7,2,1.5,0
GC-SUP-1012,textiles,Chennai,4,73.2,261,25,46,1,2.0,0
GC-SUP-1013,electronics,Chennai,4,50.1,217,0,12,2,1.0,0
GC-SUP-1014,manufacturing,Chennai,4,53.1,433,31,27,1,1.0,0
GC-SUP-1015,electronics,Salem,14,53.5,292,20,44,0,2.3,0
GC-SUP-1016,agriculture,Tiruppur,9,58.8,234,13,13,1,1.1,0
GC-SUP-1017,textiles,Chennai,6,95.0,449,14,56,1,2.9,0
GC-SUP-1018,electronics,Tiruppur,7,86.4,182,7,13,2,1.7,0
GC-SUP-1019,electronics,Tiruppur,11,63.8,21,0,2,0,2.6,0
GC-SUP-1020,manufacturing,Coimbatore,5,81.9,496,46,28,1,2.2,0
GC-SUP-1021,agriculture,Erode,10,87.5,336,7,35,0,4.4,1
GC-SUP-1022,textiles,Erode,12,92.5,266,19,33,0,4.7,1
GC-SUP-1023,manufacturing,Coimbatore,5,57.5,196,5,28,0,3.3,0
GC-SUP-1024,construction,Salem,5,97.4,346,20,50,1,3.8,0
GC-SUP-1025,construction,Salem,12,96.8,347,34,19,2,1.8,0
GC-SUP-1026,construction,Erode,2,74.0,128,4,4,1,2.2,0
GC-SUP-1027,textiles,Chennai,3,69.2,158,7,24,2,1.0,0
GC-SUP-1028,construction,Chennai,0,69.9,302,24,41,2,1.0,0
GC-SUP-1029,construction,Salem,1,93.0,417,19,68,1,2.8,0
GC-SUP-1030,manufacturing,Chennai,7,69.5,47,3,6,0,3.6,1
GC-SUP-1031,construction,Coimbatore,11,77.6,243,3,26,2,1.0,0
GC-SUP-1032,construction,Tiruppur,4,70.6,466,42,42,2,1.0,0
GC-SUP-1033,construction,Chennai,14,63.4,345,29,3,2,1.0,0
GC-SUP-1034,packaging,Chennai,1,53.4,308,20,17,0,2.3,0
GC-SUP-1035,packaging,Chennai,2,93.4,265,16,16,2,1.4,0
GC-SUP-1036,packaging,Tiruppur,8,75.1,184,2,18,2,1.0,0
GC-SUP-1037,construction,Chennai,12,76.6,174,0,8,0,4.4,1
GC-SUP-1038,manufacturing,Tiruppur,2,50.1,190,9,7,0,3.2,0
GC-SUP-1039,textiles,Tiruppur,9,93.0,56,4,4,0,4.3,2
GC-SUP-1040,packaging,Coimbatore,2,61.4,81,5,11,1,1.6,0
GC-SUP-1041,electronics,Coimbatore,3,90.9,105,8,6,2,1.0,0
GC-SUP-1042,manufacturing,Coimbatore,5,93.8,175,12,34,2,1.9,0
GC-SUP-1043,electronics,Chennai,14,67.5,289,12,31,0,3.4,1
GC-SUP-1044,agriculture,Erode,8,76.3,107,7,4,2,1.0,0
GC-SUP-1045,construction,Chennai,11,70.2,117,11,13,1,2.7,0
GC-SUP-1046,packaging,Tiruppur,12,73.5,381,25,15,1,2.1,0
GC-SUP-1047,manufacturing,Chennai,10,94.0,252,7,13,1,3.6,0
GC-SUP-1048,electronics,Erode,14,82.0,219,13,18,1,2.6,0
GC-SUP-1049,packaging,Chennai,6,58.3,40,1,2,0,2.5,0
GC-SUP-1050,agriculture,Chennai,4,94.3,278,12,42,2,1.6,0
GC-SUP-1051,packaging,Salem,2,65.5,479,36,38,1,2.1,0
GC-SUP-1052,textiles,Salem,9,82.3,405,1,27,1,2.2,0
GC-SUP-1053,textiles,Coimbatore,5,65.8,450,32,85,0,2.4,0
GC-SUP-1054,construction,Chennai,14,83.0,372,36,59,1,2.3,0
GC-SUP-1055,packaging,Chennai,7,53.1,53,4,4,0,3.4,0
GC-SUP-1056,agriculture,Tiruppur,7,86.9,296,11,32,1,3.0,0
GC-SUP-1057,textiles,Tiruppur,3,60.5,197,10,12,2,1.0,0
GC-SUP-1058,packaging,Salem,7,63.8,87,1,10,0,3.9,0
GC-SUP-1059,manufacturing,Coimbatore,12,75.3,329,2,46,2,1.4,0
GC-SUP-1060,packaging,Salem,4,59.6,474,13,27,2,1.0,0
GC-SUP-1061,manufacturing,Tiruppur,5,74.1,56,5,4,1,2.0,0
GC-SUP-1062,agriculture,Tiruppur,3,58.1,159,4,0,0,2.8,0
GC-SUP-1063,textiles,Erode,14,62.9,63,5,11,2,1.0,0
GC-SUP-1064,manufacturing,Erode,9,55.4,183,7,13,2,1.0,0
GC-SUP-1065,electronics,Erode,9,85.9,318,2,31,1,2.3,0
GC-SUP-1066,construction,Tiruppur,5,80.8,265,19,19,1,1.1,0
GC-SUP-1067,packaging,Erode,12,87.4,241,5,43,2,1.4,0
GC-SUP-1068,packaging,Salem,5,60.7,434,39,33,0,2.7,0
GC-SUP-1069,manufacturing,Salem,0,64.4,285,20,46,2,1.0,0
GC-SUP-1070,electronics,Erode,7,98.6,377,23,53,1,3.8,0
GC-SUP-1071,construction,Erode,5,91.3,318,31,50,2,1.0,0
GC-SUP-1072,manufacturing,Coimbatore,14,82.7,457,12,29,0,4.2,2
GC-SUP-1073,packaging,Salem,13,50.4,203,3,17,0,2.3,0
GC-SUP-1074,electronics,Coimbatore,1,98.6,41,4,4,0,4.7,1
GC-SUP-1075,textiles,Salem,13,56.1,128,4,18,2,1.0,0
GC-SUP-1076,agriculture,Tiruppur,13,74.8,259,25,39,1,2.0,0
GC-SUP-1077,electronics,Salem,12,83.9,411,34,76,2,1.9,0
GC-SUP-1078,packaging,Erode,6,95.3,68,2,10,2,1.3,0
GC-SUP-1079,construction,Tiruppur,12,71.7,298,0,14,1,1.5,0
GC-SUP-1080,manufacturing,Salem,8,65.2,321,3,33,2,1.0,0
GC-SUP-1081,agriculture,Tiruppur,14,65.8,343,32,20,2,1.0,0
GC-SUP-1082,agriculture,Tiruppur,1,94.7,260,3,19,1,3.9,0
GC-SUP-1083,manufacturing,Erode,7,55.5,495,25,49,1,1.8,0
GC-SUP-1084,manufacturing,Coimbatore,7,90.7,346,24,60,0,4.3,0
GC-SUP-1085,textiles,Chennai,4,82.0,175,10,22,1,2.7,0
GC-SUP-1086,manufacturing,Tiruppur,6,67.5,405,12,5,2,1.0,0
GC-SUP-1087,agriculture,Erode,7,69.1,43,3,3,0,3.3,1
GC-SUP-1088,electronics,Erode,6,60.5,142,14,12,1,1.0,0
GC-SUP-1089,construction,Coimbatore,6,87.9,77,1,9,1,3.1,0
GC-SUP-1090,construction,Coimbatore,9,91.8,261,14,30,2,1.5,0
GC-SUP-1091,textiles,Tiruppur,12,89.4,146,6,15,1,3.0,0
GC-SUP-1092,manufacturing,Chennai,6,55.7,230,14,0,1,1.2,0
GC-SUP-1093,textiles,Salem,3,81.6,86,6,7,0,3.8,1
GC-SUP-1094,electronics,Tiruppur,8,87.9,83,2,11,1,1.7,0
GC-SUP-1095,construction,Chennai,12,77.4,421,15,62,0,4.2,1
GC-SUP-1096,construction,Erode,0,68.3,189,4,14,0,3.7,1
GC-SUP-1097,manufacturing,Tiruppur,0,69.7,466,4,86,0,3.7,0
GC-SUP-1098,manufacturing,Tiruppur,8,82.3,394,12,26,1,2.7,0
GC-SUP-1099,electronics,Chennai,2,55.5,77,3,2,1,1.2,0
GC-SUP-1000,electronics,Tiruppur,1,77.7,175,6,6,1,2.0,0
GC-SUP-1001,electronics,Tiruppur,12,72.3,246,17,15,1,1.8,0
GC-SUP-1002,textiles,Erode,11,60.4,233,7,20,1,1.0,0
GC-SUP-1003,textiles,Chennai,5,69.5,359,27,25,1,1.3,0
GC-SUP-1004,packaging,Chennai,1,91.1,177,14,16,0,4.4,1
GC-SUP-1005,manufacturing,Chennai,6,96.3,481,27,79,2,2.0,0
GC-SUP-1006,manufacturing,Coimbatore,5,74.7,312,26,8,2,1.0,0
GC-SUP-1007,construction,Chennai,5,82.3,161,6,11,2,1.3,0
GC-SUP-1008,textiles,Tiruppur,12,66.6,105,1,2,0,4.0,1
GC-SUP-1009,textiles,Erode,5,98.0,361,20,23,1,3.2,0
GC-SUP-1010,construction,Coimbatore,7,92.8,478,24,59,0,5.0,1
GC-SUP-1011,agriculture,Chennai,6,85.1,335,15,1,0,3.5,2
GC-SUP-1012,construction,Tiruppur,5,60.9,118,11,22,1,2.5,0
GC-SUP-1013,electronics,Tiruppur,10,73.3,71,3,2,2,1.4,0
GC-SUP-1014,agriculture,Coimbatore,12,72.9,378,31,64,1,2.1,0
GC-SUP-1015,electronics,Coimbatore,7,96.0,218,16,3,0,5.0,2
GC-SUP-1016,agriculture,Salem,9,88.1,106,10,17,0,4.6,0
GC-SUP-1017,packaging,Coimbatore,9,97.1,379,20,23,1,3.3,0
GC-SUP-1018,electronics,Tiruppur,4,70.1,331,33,41,0,2.9,1
GC-SUP-1019,construction,Coimbatore,14,79.6,314,27,36,1,2.9,0
GC-SUP-1020,textiles,Coimbatore,13,87.7,49,0,2,0,4.5,2
GC-SUP-1021,textiles,Erode,4,63.0,398,23,27,1,1.0,0
GC-SUP-1022,electronics,Tiruppur,4,79.5,430,25,14,2,1.0,0
GC-SUP-1023,packaging,Tiruppur,13,98.6,22,0,0,0,4.8,2
GC-SUP-1024,textiles,Tiruppur,14,73.0,456,9,27,0,3.9,1
GC-SUP-1025,agriculture,Chennai,0,53.7,379,2,18,2,1.0,0
GC-SUP-1026,agriculture,Erode,9,96.2,406,34,50,2,2.0,0
GC-SUP-1027,electronics,Erode,11,54.6,364,3,32,0,1.9,0
GC-SUP-1028,agriculture,Chennai,2,74.6,20,1,3,2,1.0,0
GC-SUP-1029,electronics,Salem,11,61.0,204,9,23,2,1.0,0
GC-SUP-1030,manufacturing,Salem,10,66.6,164,11,12,1,2.3,0
GC-SUP-1031,construction,Coimbatore,14,74.0,119,4,20,1,2.6,0
GC-SUP-1032,textiles,Chennai,7,69.7,288,14,28,2,1.0,0
GC-SUP-1033,manufacturing,Chennai,10,88.0,495,22,92,2,1.7,0
GC-SUP-1034,electronics,Chennai,9,81.0,473,16,82,2,1.3,0
GC-SUP-1035,packaging,Coimbatore,9,83.2,400,15,54,1,2.7,0
GC-SUP-1036,construction,Tiruppur,3,64.2,257,16,46,1,1.7,0
GC-SUP-1037,construction,Tiruppur,9,91.2,422,13,3,1,3.5,0
GC-SUP-1038,agriculture,Coimbatore,12,97.5,264,17,32,0,5.0,1
GC-SUP-1039,construction,Erode,5,89.3,313,11,35,0,4.2,1
GC-SUP-1040,agriculture,Tiruppur,14,62.7,484,7,61,1,2.1,0
GC-SUP-1041,electronics,Salem,4,67.1,404,0,24,1,1.9,0
GC-SUP-1042,agriculture,Erode,10,89.4,346,7,58,0,4.1,0
GC-SUP-1043,manufacturing,Coimbatore,4,71.0,228,21,16,1,2.3,0
GC-SUP-1044,electronics,Coimbatore,13,94.3,216,14,32,2,1.3,0
GC-SUP-1045,construction,Erode,12,81.0,126,5,1,1,2.6,0
GC-SUP-1046,manufacturing,Chennai,3,84.0,452,24,8,2,1.4,0
GC-SUP-1047,construction,Chennai,10,67.0,392,0,27,0,3.5,1
GC-SUP-1048,packaging,Tiruppur,11,78.7,159,7,25,0,3.9,0
GC-SUP-1049,textiles,Erode,7,52.5,69,2,1,2,1.0,0
GC-SUP-1050,packaging,Erode,9,78.5,185,6,12,2,1.3,0
GC-SUP-1051,manufacturing,Chennai,1,52.8,328,26,8,2,1.0,0
GC-SUP-1052,textiles,Coimbatore,6,93.0,209,15,2,0,5.0,2
GC-SUP-1053,construction,Erode,14,61.5,100,7,6,0,2.4,0
GC-SUP-1054,manufacturing,Chennai,5,72.6,97,6,15,2,1.0,0
