passport_id,material_type,quantity,origin_city,status,last_checkpoint,last_gps,verification_hash
GC-PASS-100675,paper,3941.7,Salem,sorted,Salem Sorting Plant,"11.1368, 77.5946",590eda36b080c6e8ac48b81cccb71a40e86418a5e336f6e55d35b4ee87e139f7
GC-PASS-100676,battery,4203.0,Coimbatore,generated,Coimbatore Sorting Plant,"11.2293, 77.5769",7cab99ac200b461fb3d6ad1ef37e66b3c604afd8edcf10c3abd981d0dfbb1550
GC-PASS-100677,textile,532.7,Chennai,recycled,Chennai Sorting Plant,"11.4922, 77.5997",995c474ef45828c8cb9d10c5cf9a67fda67973bcaf57d07ab9f82bfa8c2834e5
GC-PASS-100678,plastic,2694.7,Chennai,recycled,Chennai Sorting Plant,"11.3240, 77.2476",463cb46d7d825aa46c64575330b3332b12bae85c7af8fb2e44012fb38024f46a
GC-PASS-100679,battery,2437.2,Erode,transported,Erode Sorting Plant,"11.1658, 77.3763",f90d88bdd721d026456a7f1d5b4eb89e43e93051aeee8786eea7e577a6c9150a
GC-PASS-100680,battery,4402.7,Tiruppur,processed,Tiruppur Sorting Plant,"11.8262, 77.1451",c76457448892bac89df710b36aab74afa85f54a42f339c4e2e10f0f2aed27029
GC-PASS-100681,paper,1485.7,Chennai,generated,Chennai Sorting Plant,"11.5068, 77.5935",9c7841ef5da1e65f372df9839801152a7e5d8a8e0c3617edf189472f04c07d18
GC-PASS-100682,battery,4260.9,Chennai,transported,Chennai Sorting Plant,"11.6329, 77.5595",871fae6d5ce2adaff45a68afd6d2c27af66ae313d731b340481e15f68cc93f6b
GC-PASS-100683,paper,975.2,Salem,recycled,Salem Sorting Plant,"11.3378, 77.2924",b835b7586ab4e2167767cf9385d2c3bf5e0e61a11ae4b5dabd257677c59d4d84
GC-PASS-100684,battery,2087.7,Tiruppur,recycled,Tiruppur Sorting Plant,"11.3616, 77.7043",3031b02c355d41280170cb0003787f8e0d05aeb34b044a26d93433af0a32b5af
GC-PASS-100685,textile,388.3,Chennai,generated,Chennai Sorting Plant,"11.6437, 77.1049",7cc882669ae17fa4b8900882fedaf0524fa2ac1b03f93616a3d622e106e766ee
GC-PASS-100686,plastic,3442.9,Erode,transported,Erode Sorting Plant,"11.2473, 77.5061",6c0f29661420354c6865e5137d384510ca74dc0da2311ef4f370e6306877ce88
GC-PASS-100687,paper,4911.1,Salem,transported,Salem Sorting Plant,"11.1127, 77.6941",c8731e6a649a13244d6538fbe097569043c029afa92fd101f78e9d2758f12565
GC-PASS-100688,textile,551.8,Erode,sorted,Erode Sorting Plant,"11.7974, 77.3761",d7f2cf11002439522d054cf2e13b0e2c640c54f5b6d03e1b1ae250c7aef5111f
GC-PASS-100689,plastic,4902.8,Coimbatore,recycled,Coimbatore Sorting Plant,"11.1201, 77.7160",700a108c4475e0543849501aa0c793bc49ba0d2a569e55de32a00b733eab6d57
GC-PASS-100690,metal,4854.8,Erode,processed,Erode Sorting Plant,"11.2341, 77.5776",85da456bcb422e61d28ef2fb78ef0bccc78f76a91e5256a5e5430aee49de874f
GC-PASS-100691,textile,989.6,Salem,generated,Salem Sorting Plant,"11.7064, 77.4802",d6e6abb5ee217e22817e2d1661a28e42903d0109af5386a1bf093e1b8254d0e3
GC-PASS-100692,plastic,2018.2,Chennai,transported,Chennai Sorting Plant,"11.5873, 77.7241",2f2bc6121b59f17eb768551ce415ec8317f4b20bfe3608e68fbce4bfd58f4753
GC-PASS-100693,plastic,3713.8,Coimbatore,processed,Coimbatore Sorting Plant,"11.8959, 77.3633",946c9d6fbe8891971c02d5777a9265e1da35e3176e5821cf0f63cab34a61332d
GC-PASS-100694,metal,3038.0,Chennai,recycled,Chennai Sorting Plant,"11.2518, 77.7373",8f6e64ddb81af1b5f0db1d7417d19018bd524c4a1f143683b68c11d0d0b58cd0
GC-PASS-100695,paper,1521.6,Salem,processed,Salem Sorting Plant,"11.5498, 77.5691",bb25c0620b2ad86c787cfc8382d45137ebe685679dc2e5dc7e5dbac708470ada
GC-PASS-100696,battery,3260.1,Erode,sorted,Erode Sorting Plant,"11.8061, 77.6253",ac25ebcd99b62f0311028137bbee9716d733d7926bbdeaf35c0c8491314ef685
GC-PASS-100697,battery,3396.3,Tiruppur,generated,Tiruppur Sorting Plant,"11.6562, 77.5195",c0712ea0852f03c89d0ef445416ae8b72a3ae5c2be5395731193cdfce9c978dc
GC-PASS-100698,battery,3008.5,Erode,processed,Erode Sorting Plant,"11.2088, 77.3642",da8f74de70f75a18fa8a652cb087cf2746c7ac7fad5e4d85c139c54879ec4566
GC-PASS-100699,metal,2273.0,Erode,transported,Erode Sorting Plant,"11.5757, 77.3994",a1e4c6ee45b261743bc3d41e93ec872f9d477ec95f01ff92d756d67cf3d07498
GC-PASS-100700,textile,1053.0,Salem,sorted,Salem Sorting Plant,"11.3461, 77.5120",8e1c043332f5b78d28029875c4627eb4d953babfe01d84ae9afe6e8b6b834f3a
GC-PASS-100701,textile,2070.4,Tiruppur,recycled,Tiruppur Sorting Plant,"11.2091, 77.6126",67620e3aac2b751450c503e1f6936c6d8507f355c19d967b02e3231835ae8aea
GC-PASS-100702,plastic,2732.9,Chennai,generated,Chennai Sorting Plant,"11.8817, 77.4491",6a2ba818279c5ff14c6c491ac2845a2b4c81c35b509308df9b5cdcc9dcad67d2
GC-PASS-100703,plastic,4207.0,Coimbatore,generated,Coimbatore Sorting Plant,"11.5937, 77.1369",baef9401a793d04a9f2362fc561a161e3e178fed059fa65f4e7a2fc414c8ba2d
GC-PASS-100704,battery,2196.2,Chennai,processed,Chennai Sorting Plant,"11.8674, 77.2364",74499bad4f09fb32f102092ef1b7053fe4ca8a2dc1cf79efbb4b5a2229b3e67c
GC-PASS-100705,plastic,2198.4,Salem,recycled,Salem Sorting Plant,"11.3426, 77.1072",9268aa88890387ae0ac37b40ff844a13236f23c2d1f21b9634ac7c8b265e4b69
GC-PASS-100706,battery,94.8,Salem,generated,Salem Sorting Plant,"11.5138, 77.3424",eca1118750633d78187790d9c044f8b2e4c2849f905e4dbb5172103766ecbde4
GC-PASS-100707,plastic,1248.0,Salem,recycled,Salem Sorting Plant,"11.4751, 77.3086",affdbfe67ffe494f5a7b10f0b003eb6516fd45ab8cefb1f5b727b952f56e4e0b
GC-PASS-100708,plastic,4100.9,Salem,generated,Salem Sorting Plant,"11.7136, 77.6485",4a31bb0b557cf9ac4efc0804138962b044b6d1c14a25cf88bbcf9c444fcfc1e2
GC-PASS-100709,textile,431.9,Coimbatore,transported,Coimbatore Sorting Plant,"11.1060, 77.6041",d246152cc2f1b0ded2b78755c28a2e6c63d752680db85c65bf050077f3995402
GC-PASS-100710,battery,1116.0,Tiruppur,transported,Tiruppur Sorting Plant,"11.2551, 77.5433",4952c4119e09647996781a07cc8a813a9fcd7779697e970213d71e768d7849cb
GC-PASS-100711,metal,4430.6,Chennai,processed,Chennai Sorting Plant,"11.8610, 77.3366",545bf41e5639bba0e59d144bd90576e86c7072536ccdaef7bcb33d08c2640ba9
GC-PASS-100712,textile,3944.5,Chennai,sorted,Chennai Sorting Plant,"11.1869, 77.7976",f57a398a1f615e74bb55fd5c834e709ed6ff3147faa12016a38e911f681eaf50
GC-PASS-100713,battery,2631.2,Chennai,sorted,Chennai Sorting Plant,"11.7864, 77.8240",2483339f43cbcc9dc450b580085864ce0d78d725eb53ca0607ed0ae70cff8834
GC-PASS-100714,textile,2943.0,Tiruppur,generated,Tiruppur Sorting Plant,"11.5027, 77.3843",c1a4276c35ed75f480d5bd2a046b9298392f5746b2d3019a7302e1565263bf29
GC-PASS-100715,plastic,4482.0,Tiruppur,sorted,Tiruppur Sorting Plant,"11.5663, 77.4258",d067f1b55368ba0a5c5820e33664a3b221fba23ce2ab6301eb5287e8af8712e8
GC-PASS-100716,textile,2086.1,Coimbatore,transported,Coimbatore Sorting Plant,"11.7266, 77.6307",5300ed26ef4d2da72eec6e32ce32ef78d5bb5adca62d5112a549dcbf3de5ec0b
GC-PASS-100717,metal,2522.2,Coimbatore,processed,Coimbatore Sorting Plant,"11.6738, 77.6668",d847648744f25abc609c0c81b7e341b9e13efb8886197549b8772554c5c5f1c2
GC-PASS-100718,paper,2126.0,Chennai,sorted,Chennai Sorting Plant,"11.8352, 77.6324",56b50bbf0933508d9d5c7bcaf442b424a5bf1aabeea0461d42154f36628c5b9c
GC-PASS-100719,paper,2971.7,Erode,transported,Erode Sorting Plant,"11.5917, 77.3135",2998eb83460474fa23473cbe0da5f83e63adf59d02d6dcbcb8cccb696f135387
GC-PASS-100720,paper,1089.6,Tiruppur,transported,Tiruppur Sorting Plant,"11.6069, 77.3981",e438168a422ee60e9c3c59622b4bc20636fd31154ceefdc150b222a70270555e
GC-PASS-100721,metal,2073.4,Erode,recycled,Erode Sorting Plant,"11.1644, 77.3032",ec485cc33ebab31043154413b9f62e2d4b96a7fa91988075b9242404eb74033f
GC-PASS-100722,metal,4715.5,Coimbatore,transported,Coimbatore Sorting Plant,"11.3668, 77.7446",a83c4a6db7451ce4795c0423260b4f076d852b78f5ce8141d786a83d6716902d
GC-PASS-100723,paper,2258.7,Salem,recycled,Salem Sorting Plant,"11.6248, 77.1195",9050df4a8b04d10e1ab8262d6972c3d30ba63cc4cc9018c86329a22f5fa3c8ef
GC-PASS-100724,paper,1287.3,Coimbatore,generated,Coimbatore Sorting Plant,"11.1276, 77.1060",5a1ec6620db40d048bd0965cd9a80c1afbb46a6e291c2dd939159f93b22d1b72
GC-PASS-100725,metal,4151.4,Tiruppur,recycled,Tiruppur Sorting Plant,"11.6430, 77.6933",65bf90bb60b5d8202fa87ae939f56406c7d729a87da73d5bd4e7fb429b2b86a6
GC-PASS-100726,textile,1667.4,Coimbatore,generated,Coimbatore Sorting Plant,"11.8529, 77.5409",31cf3bd35183c8874b19ef807e039cac0055e00449baa5ca096dc2ca67918083
GC-PASS-100727,plastic,1627.1,Erode,generated,Erode Sorting Plant,"11.2029, 77.8154",e8fb5f11a13509625af1e39d050bd4cb61418e5563bf8e12e64c590486ec2eb2
GC-PASS-100728,textile,2540.5,Tiruppur,recycled,Tiruppur Sorting Plant,"11.8593, 77.1086",b1dfbbab8c0cc6dee9950787d06411dc7aa4fbabc3f78bea304e132acefe1d91
GC-PASS-100729,plastic,1756.7,Chennai,generated,Chennai Sorting Plant,"11.3942, 77.3773",cdbac4d48ec475021b9c355e3ef06c6378cb5d31dd8c1c399646b2942c440cc5
GC-PASS-100730,plastic,843.8,Erode,recycled,Erode Sorting Plant,"11.7815, 77.4629",300438a8f8e40bd27e974647fd48d690d3b3a214468cee9fd35eda52ed7c41bc
GC-PASS-100731,paper,1186.5,Erode,generated,Erode Sorting Plant,"11.4318, 77.4687",347a30b0b972812e1311d053e3ddf64368c9e4f377f57b483a7490295486e272
GC-PASS-100732,textile,3607.8,Salem,sorted,Salem Sorting Plant,"11.6725, 77.5757",10db72d6747bc5cd6491b78fe0e7137e3c45c742a1a9f643273b911de7b7f7c5
GC-PASS-100733,plastic,1758.9,Chennai,sorted,Chennai Sorting Plant,"11.1498, 77.8117",f4e451874fabaa3d743ba3d663a17571fda7b06e1836cd2f40c3829fa453cd7f
GC-PASS-100734,metal,1803.6,Salem,transported,Salem Sorting Plant,"11.3979, 77.5769",febb8409355137dc65550406427aec9018b093130b0c36454c43bdd977a8581b
GC-PASS-100735,plastic,1098.9,Chennai,transported,Chennai Sorting Plant,"11.7261, 77.4982",d2b590b8f0c265d6cfbeebd2fde4b89876f0f1c9c424d8fcb2a6a25dcbea089f
GC-PASS-100736,paper,2881.0,Chennai,recycled,Chennai Sorting Plant,"11.1136, 77.8342",aee50b68a5a920b1ab28d26cc2d7dfc8163a280b60846f9d8e677ec51396bfe0
GC-PASS-100737,plastic,2173.3,Chennai,transported,Chennai Sorting Plant,"11.7473, 77.7055",38971138af2000b5f0c1cd2b8c5985bf97c9f12a0a10dee3e95826bf885f057f
GC-PASS-100738,metal,899.9,Coimbatore,sorted,Coimbatore Sorting Plant,"11.6618, 77.5236",329d00a621b7663121b8417a41ab15b9a66197f9407e4320e86e65566e4f8f1e
GC-PASS-100739,plastic,3175.5,Erode,generated,Erode Sorting Plant,"11.5340, 77.5927",ba446d33558462ece2b4e08a53068d1e5033771d2214e027e582a35ff44278b6
GC-PASS-100740,textile,1719.2,Coimbatore,generated,Coimbatore Sorting Plant,"11.5166, 77.6388",91f35a9fe1933786860733f2d64707f8a872e6da5010ba7bf1858150866efd34
GC-PASS-100741,textile,3835.8,Chennai,sorted,Chennai Sorting Plant,"11.1816, 77.6222",171ac6390f0c3016b4a6457b053b2c2868bd750ba0068be79017858b755c3052
GC-PASS-100742,textile,3893.6,Tiruppur,transported,Tiruppur Sorting Plant,"11.8704, 77.1250",5c71658863481c762d8ad66c66a536be1ce2a9a4543aebafc978989ea2f43e84
GC-PASS-100743,textile,2070.2,Erode,recycled,Erode Sorting Plant,"11.7122, 77.3463",6a7d9305fb543fc10eef49e69c39096243bbcb85e50e203f2e6b0360b96f8190
GC-PASS-100744,metal,1303.7,Tiruppur,processed,Tiruppur Sorting Plant,"11.2096, 77.3679",b20a0d74d25d568e486f4675391af359130997c6fc11e90176f21548f84529fb
GC-PASS-100745,plastic,2352.0,Tiruppur,transported,Tiruppur Sorting Plant,"11.2387, 77.3994",6e40adba1a68cdd4e37347e25c9df447d46b43b825aa63c34aa0b0094fb3f737
GC-PASS-100746,plastic,2681.3,Erode,transported,Erode Sorting Plant,"11.1658, 77.6057",b303337de164285a1e8542c4d4d96468d7f25eb24e3eea413dcee0be356e744c
GC-PASS-100747,plastic,4418.7,Chennai,transported,Chennai Sorting Plant,"11.4764, 77.3989",16abb343d393aa996231f9337aaed2003e01be2d69f09080e4a68aeb0e31b175
GC-PASS-100748,plastic,4027.5,Chennai,sorted,Chennai Sorting Plant,"11.4807, 77.4719",1cb39f0ad142d5e132a22279eee531b3fa8deae04309342913b7f56ac17a4ef7
GC-PASS-100749,paper,949.5,Salem,processed,Salem Sorting Plant,"11.7259, 77.3872",67032450f6c1572de4654d7f1c65eaf2ca1a843a5950b4c99fa3c76ded56fbdc
GC-PASS-100750,plastic,416.8,Coimbatore,recycled,Coimbatore Sorting Plant,"11.3604, 77.3382",189028541351b8eaa2f23fe50894395d11a6a380a06bcf9d81ca15ca24a485f2
GC-PASS-100751,paper,4986.1,Chennai,sorted,Chennai Sorting Plant,"11.4804, 77.3370",fe5279e010c096ab06dc537ba82302bd1db5e16b1736d452d24275b9661f3d4c
GC-PASS-100752,battery,396.5,Chennai,processed,Chennai Sorting Plant,"11.6626, 77.8739",9c8c84483e2aeee85acdc425b2f41086b7aad8960bd684d03ce60f1ae490b1f8
GC-PASS-100753,paper,274.3,Chennai,transported,Chennai Sorting Plant,"11.8581, 77.4306",9c98dbfb7a8e34c9fb622ce35c376b234e59c6f0c6656408e63596474c695207
GC-PASS-100754,metal,3325.3,Tiruppur,generated,Tiruppur Sorting Plant,"11.7491, 77.1670",c6ac8b9cf2a0ff9bcf90a4e9fec100a6316ce55299f6ca18fe26ddfbe20e159f
GC-PASS-100755,paper,522.1,Tiruppur,processed,Tiruppur Sorting Plant,"11.6255, 77.8368",94bc72170b135d2306ada388ef350d40935592b330eb66ce06e782d6310772c1
GC-PASS-100756,metal,2762.8,Erode,sorted,Erode Sorting Plant,"11.4571, 77.4792",b95caaa367401a6f031709f0fd15513783a0782a412687bb40049343643f5a8a
GC-PASS-100757,battery,3372.2,Salem,recycled,Salem Sorting Plant,"11.3618, 77.5678",167e621439c6b828995bdfc3ede50b120ce4899172c3150b353e29a5ee4426d6
GC-PASS-100758,paper,1015.1,Salem,recycled,Salem Sorting Plant,"11.4513, 77.3448",bfa132e61a2ec8c4c36774dfd3df6d7c1b39b009d53c7fad2896662555aa3684
GC-PASS-100759,battery,2194.2,Coimbatore,processed,Coimbatore Sorting Plant,"11.1489, 77.4556",809056715abaaf83fca12f043004e8eb073cb2a2723683d29111d0d6aaefc782
GC-PASS-100760,textile,3180.3,Coimbatore,processed,Coimbatore Sorting Plant,"11.2705, 77.4516",7eac6c676b596e38a6779fe5f4382340ad9218f8aed706fe1f74b2d80318fbae
GC-PASS-100761,textile,3578.2,Chennai,generated,Chennai Sorting Plant,"11.8207, 77.8404",b68fdd8218e7253348bfbfe0fa18f1fcc340d130b64eb1d2baf5cbd6fdc3bff3
GC-PASS-100762,battery,4314.5,Salem,sorted,Salem Sorting Plant,"11.3347, 77.5490",288e44eb088810e6f8f63c1e4e38de9a75e0a7ddaab57a99ff1ccea46bc22dae
GC-PASS-100763,plastic,2944.1,Coimbatore,processed,Coimbatore Sorting Plant,"11.1370, 77.1857",9f28ad61c8f6a72e441f736f7afdc8340c57d0c451857cca9197973fa9b09f75
GC-PASS-100764,metal,4794.6,Tiruppur,generated,Tiruppur Sorting Plant,"11.5334, 77.5290",97c468a7cd2291b09f7ec05df5a0d345fa42405e34ea372aee565c6ebda0b8a9
GC-PASS-100765,battery,3200.1,Tiruppur,recycled,Tiruppur Sorting Plant,"11.7111, 77.5251",270361ab400e98c5d8a8ec6b484babdfc25a559de63fb79342d911dcc4bdd2d2
GC-PASS-100766,textile,3488.5,Erode,transported,Erode Sorting Plant,"11.3915, 77.3950",8725453f903447d57a7ecd5733645a3f693aa136f122186debe98959b311a2da
GC-PASS-100767,metal,3326.7,Salem,processed,Salem Sorting Plant,"11.4940, 77.7483",beeda20a2a58ffb6525f56de4f4f123dcf04371f5eb6414e0185abefca692084
GC-PASS-100768,paper,795.5,Tiruppur,recycled,Tiruppur Sorting Plant,"11.7718, 77.3581",d1e3364f21c3b047bba77a66fed2c6dc812f16380cf642a2558224afae31d7c0
GC-PASS-100769,textile,4402.0,Chennai,recycled,Chennai Sorting Plant,"11.3875, 77.4191",31a1e1420e6a060afa184ab2728b989a2960e7e8478537950a44bd1321f616e3
GC-PASS-100770,metal,3929.7,Tiruppur,transported,Tiruppur Sorting Plant,"11.4575, 77.8911",e17960fe67c485639ec8a056bfd1122a67631c633b6e1105d748f3ed6a008ed8
GC-PASS-100771,textile,2210.3,Erode,sorted,Erode Sorting Plant,"11.8425, 77.8431",102464d0eef4b9af798e2837814098ebcfaa19d386f366cc52efba2ae75dec34
GC-PASS-100772,battery,4072.9,Erode,transported,Erode Sorting Plant,"11.4347, 77.2675",2c0f0e6151457a4e0c75ef7851d870e08ca8cab1c05020394e01a8dc98f0ddbb
GC-PASS-100773,battery,4671.2,Chennai,recycled,Chennai Sorting Plant,"11.3505, 77.2474",14186f0fc758d72fc1a5369e728afc8fc135431698dd18cfaf1a323bfc10275c
GC-PASS-100774,textile,2355.8,Erode,recycled,Erode Sorting Plant,"11.7000, 77.3850",2ef9224ea1023a6b835567b5c19320204d14e1554a194e0e93b601cab401bb38
GC-PASS-100775,paper,4464.0,Erode,transported,Erode Sorting Plant,"11.1949, 77.7090",a466c347d71d291e4b9b90b7d30b51aa5a8d7d3f13ec5425b7481051168c922c
GC-PASS-100776,paper,3289.0,Chennai,sorted,Chennai Sorting Plant,"11.4504, 77.1991",f2d9e2f7ccf7b9ee1af954909da69b82bfa0392700f5009d712ded77991e000c
GC-PASS-100777,paper,242.7,Chennai,sorted,Chennai Sorting Plant,"11.4426, 77.1514",df52b80338482cf45bcde33fcfc8998f92854bab9b92f915bb545667b3227bf8
GC-PASS-100778,textile,4328.9,Coimbatore,transported,Coimbatore Sorting Plant,"11.3584, 77.1067",2c4784a57c28190cc2dfee0218789c6c52ca1dd7f40782c07c19ba39662c0a7f
GC-PASS-100779,textile,3209.7,Chennai,transported,Chennai Sorting Plant,"11.4521, 77.7217",3401064f6bfcd385f831a8e9ad62edcd17587c32eaff8456447c5f88e1f51dfd
GC-PASS-100780,textile,1976.7,Salem,transported,Salem Sorting Plant,"11.3902, 77.7039",538381e8ecd405edacf77b7cbc922c9c2a5ab2ab7c9c08315ac3bcc8d33eb663
GC-PASS-100781,battery,4649.2,Salem,recycled,Salem Sorting Plant,"11.4262, 77.2338",4ec9bf3de7962443d04d5dbad92ac2d5ddf422b4dbf611b97a6737ec514f25d2
GC-PASS-100782,textile,4978.4,Salem,sorted,Salem Sorting Plant,"11.7019, 77.6877",a198649902a6fe35c017b6c8301dfc4ea2572688428d357438fb9d6dc691b8e1
GC-PASS-100783,plastic,2332.8,Tiruppur,transported,Tiruppur Sorting Plant,"11.5383, 77.4978",802a4ac241a5968bfd8cb1c14b09de56c255b99f243dc5cec63f55713fcb129a
GC-PASS-100784,textile,3390.2,Coimbatore,transported,Coimbatore Sorting Plant,"11.3324, 77.1939",45cecb183208be0c943cf0ea2401d8a99146cf0ac894c01f1c2807e9e8385093
GC-PASS-100785,textile,319.2,Chennai,generated,Chennai Sorting Plant,"11.6096, 77.6301",53427c3af5c3da71857d6bb3c84b2b8f44e629d3acde4032267da8453f45097f
GC-PASS-100786,metal,2795.7,Tiruppur,processed,Tiruppur Sorting Plant,"11.7336, 77.2678",662e8aa3a0d7e91b158c1bd7ded5df871141fabf6de3d1ffc7dd72c6bbc57c80
GC-PASS-100787,paper,259.6,Coimbatore,generated,Coimbatore Sorting Plant,"11.5188, 77.3477",cc13fdebb7268b60d785d8cc1f7389b19798c9c4a954b74ef6fafc12ab1fbf32
GC-PASS-100788,metal,144.8,Tiruppur,transported,Tiruppur Sorting Plant,"11.6162, 77.1206",198eff39cfd429df8e3e7fb50c2505ff423b2b960f962811191692cd0097ef30
GC-PASS-100789,paper,2301.6,Salem,transported,Salem Sorting Plant,"11.8323, 77.4255",553bf744a120f0a7cc3f63431889b7cbb44a8e1d340fd260a07328d747b0be86
GC-PASS-100790,metal,2039.3,Erode,sorted,Erode Sorting Plant,"11.1804, 77.1944",2b50353ecdd79f37321f25e86b4348b5491bfb8241a723601e67eafc33f55603
GC-PASS-100791,metal,4610.5,Coimbatore,transported,Coimbatore Sorting Plant,"11.3923, 77.7055",db1df2fc6bf426494ca8043b1c90e92dd6956f37eb9b1362bfb5d5285fe3e61f
GC-PASS-100792,battery,307.3,Erode,sorted,Erode Sorting Plant,"11.6021, 77.8888",235aca7b28a471ad1e9096e4339a24af78ec2dca9c6b4a8fa9b087396390e665
GC-PASS-100793,paper,4410.8,Chennai,recycled,Chennai Sorting Plant,"11.1954, 77.2262",b87ff0352130560bfcfb4a28beffb42886d16d9d2bfa35453c8b3c8b23aac364
GC-PASS-100794,battery,3700.3,Tiruppur,transported,Tiruppur Sorting Plant,"11.5274, 77.3259",28439783a0a093463389b37aa058eb74083d0b271adbd2735f1d5bc7af347d14
GC-PASS-100795,textile,4492.0,Tiruppur,recycled,Tiruppur Sorting Plant,"11.4805, 77.7509",ef10a91883385a5b5766553efad32e9e1f918f0711fecb1cdfd84a180ed396ff
GC-PASS-100796,paper,1770.2,Erode,processed,Erode Sorting Plant,"11.6040, 77.4856",ba19d1aa4ad11878997da6bd779f6435284c18b189da5795eb1d093c262c3cb1
GC-PASS-100797,metal,4692.9,Chennai,transported,Chennai Sorting Plant,"11.8265, 77.7065",4f3915ea3c7065c440412b650e6aab725ca7e3643a5e5f8a92ab8e29ca7fe461
GC-PASS-100798,paper,882.2,Chennai,processed,Chennai Sorting Plant,"11.5145, 77.8525",2314d70f0edf3141a18b0bcef056092ad224beb54466f59d4bee19ca46e444d9
GC-PASS-100799,metal,420.4,Erode,processed,Erode Sorting Plant,"11.4970, 77.8972",84e69d205e798afa6fb24315537c20390c472be511cc404c3c12360052a9c134
GC-PASS-100800,plastic,4840.4,Salem,transported,Salem Sorting Plant,"11.1109, 77.1191",168b258efa91de306984b7e192dcce2e2d9739d86d1c74c220c5d4518b8ef112
GC-PASS-100801,textile,1200.9,Salem,sorted,Salem Sorting Plant,"11.5134, 77.4611",cf8ffb7211c5679a8451a504b1ed18f88ae7034f2d0dbef7c686c624d43adfc2
GC-PASS-100802,plastic,1800.8,Erode,processed,Erode Sorting Plant,"11.3148, 77.4865",a5e3f1c2ad68c210c696c997138baaa2a17d3e2de3858219cf2b7fd7b1999a2a
GC-PASS-100803,paper,777.3,Coimbatore,transported,Coimbatore Sorting Plant,"11.3011, 77.4373",23a6ade7e4f32cae0c0c5b97463b499be9f0702be19309f405088b1ff651048f
GC-PASS-100804,textile,2418.6,Coimbatore,transported,Coimbatore Sorting Plant,"11.7059, 77.4183",780df5600f9203b26fc5bb4318cd6de3add4a3addf3d01551ace07140dcc9ba8
GC-PASS-100805,paper,2464.8,Tiruppur,generated,Tiruppur Sorting Plant,"11.4318, 77.3782",b8355bc6e62bf4c05b838d9cc8f89f862c4210afffca80f1bb2260ef4d8051ad
GC-PASS-100806,metal,4120.8,Coimbatore,recycled,Coimbatore Sorting Plant,"11.7327, 77.1225",47ced07166a49c316bafed30cc75f54dc24d89074042a709bff0159be8273ce6
GC-PASS-100807,plastic,994.1,Tiruppur,sorted,Tiruppur Sorting Plant,"11.4442, 77.6067",2d72dfd442a39f05d5bb010e1b788f118615b7a2bd541c4ae6c4b1d7e5d8b509
GC-PASS-100808,plastic,4317.9,Erode,generated,Erode Sorting Plant,"11.4103, 77.3440",77b948a411baddc4a643728704ac8bb577135ebde2d03c562b6fe0313fc13df0
GC-PASS-100809,paper,128.3,Erode,sorted,Erode Sorting Plant,"11.1844, 77.6839",51688a0a1b40b5ded3c986af529db3763cf7ef9150293896eef2c2745afd3801
GC-PASS-100810,plastic,2488.2,Salem,transported,Salem Sorting Plant,"11.7587, 77.6446",984a605033cfa53a0a800ffe00b92bd887433afa18271808763ca8f365b75b38
GC-PASS-100811,plastic,4306.0,Coimbatore,processed,Coimbatore Sorting Plant,"11.1186, 77.7488",bc79919898966829f66d84178c9c1792cd6f116195b008b0901e2cf21f77c059
GC-PASS-100812,textile,4454.9,Tiruppur,recycled,Tiruppur Sorting Plant,"11.6509, 77.6074",c066c6103a1eca3e03a52689d3f65fefa5a8345facef0e00071e3b5763eba1c1
GC-PASS-100813,textile,2917.6,Coimbatore,processed,Coimbatore Sorting Plant,"11.7139, 77.2574",edf81bbebefd82003eea15b5781ce849524815c26b6d470a388420e50faff509
GC-PASS-100814,plastic,3720.9,Chennai,processed,Chennai Sorting Plant,"11.1052, 77.2757",d871c162ebc54c6968fbf044ca34ce72ef6ada899999adc13329a53e4d62d340
GC-PASS-100815,battery,1132.6,Erode,sorted,Erode Sorting Plant,"11.1719, 77.1405",60623a5f3b61f5abc96e039f8d1050585287ab834ca73979b5a0bc06f807d922
GC-PASS-100816,textile,2904.2,Tiruppur,transported,Tiruppur Sorting Plant,"11.3953, 77.5482",6867408d1a1728d00611082e1f0df65a64c6826e59321fd21642f1f836ee6d23
GC-PASS-100817,battery,1720.5,Chennai,recycled,Chennai Sorting Plant,"11.6374, 77.4908",a91c235cd0b20e9dc51248a5c093d25ef429fe1a3765e0e26e94550bc0e9d05f
GC-PASS-100818,paper,3380.2,Tiruppur,recycled,Tiruppur Sorting Plant,"11.3809, 77.6715",e5753cd55f3ebf40b79fcaef3999cf568b1a57b6a1ffbf0064ab5bce9474387c
GC-PASS-100819,paper,53.2,Coimbatore,sorted,Coimbatore Sorting Plant,"11.1275, 77.3547",96468cf97ee19168d3db829f508fd3a3afe843071b0584a255173c774a3823ca
GC-PASS-100820,textile,1198.7,Salem,generated,Salem Sorting Plant,"11.4968, 77.1910",5dacbde7d2647533e87913a032bfbbf314aacfb200eab629ae4674e04caa0cda
GC-PASS-100821,textile,514.2,Coimbatore,sorted,Coimbatore Sorting Plant,"11.6850, 77.5204",47380e9d7c666b2718cb1c991220e200083eb3303ba195524d6f036c292a74ac
GC-PASS-100822,battery,1228.8,Chennai,recycled,Chennai Sorting Plant,"11.8396, 77.2520",c99dda48dae472efde5d43d88a96e85ee7687c927cd4b067091b6fb8b3ac91ea
