date,material,industry,quantity,price,month,season,demand_index
2024-07-14,paper,automotive,3666.29,13.52,7,winter,4.57
2024-07-14,organic,automotive,3673.88,5.28,7,winter,5.21
2024-07-14,glass,agriculture,4462.78,21.72,7,winter,4.75
2024-07-15,glass,automotive,1523.85,19.79,7,winter,4.14
2024-07-15,organic,electronics,3997.93,5.82,7,winter,4.06
2024-07-15,textile,textiles,1046.4,16.4,7,winter,4.68
2024-07-15,battery,packaging,1385.09,166.62,7,winter,4.03
2024-07-16,paper,textiles,4404.86,13.01,7,winter,4.67
2024-07-16,metal,textiles,3829.58,115.41,7,winter,4.69
2024-07-16,textile,electronics,791.75,16.19,7,winter,5.43
2024-07-16,battery,packaging,1492.29,159.91,7,winter,4.27
2024-07-16,metal,construction,2069.15,127.31,7,winter,4.3
2024-07-16,battery,textiles,3179.37,163.38,7,winter,5.15
2024-07-16,organic,textiles,2677.45,5.62,7,winter,4.96
2024-07-17,metal,automotive,3300.86,123.16,7,winter,5.39
2024-07-17,glass,automotive,2412.96,19.7,7,winter,4.03
2024-07-17,battery,textiles,3009.89,162.87,7,winter,4.8
2024-07-17,glass,packaging,4225.41,20.29,7,winter,5.31
2024-07-18,plastic,packaging,2702.41,28.04,7,winter,4.79
2024-07-18,plastic,construction,4135.83,30.8,7,winter,5.41
2024-07-18,textile,automotive,1093.0,18.67,7,winter,4.98
2024-07-18,paper,agriculture,2722.32,11.93,7,winter,4.61
2024-07-18,metal,agriculture,2871.7,116.89,7,winter,4.26
2024-07-18,plastic,automotive,3545.45,26.4,7,winter,5.09
2024-07-18,plastic,automotive,799.93,26.01,7,winter,4.72
2024-07-18,organic,electronics,3398.18,5.4,7,winter,4.07
2024-07-18,organic,textiles,681.1,5.39,7,winter,5.45
2024-07-19,glass,automotive,3158.02,19.54,7,winter,4.77
2024-07-19,paper,packaging,3431.97,14.04,7,winter,4.11
2024-07-20,battery,electronics,1249.25,161.16,7,winter,4.59
2024-07-20,metal,construction,2472.88,118.51,7,winter,5.34
2024-07-20,glass,agriculture,4062.72,20.28,7,winter,4.89
2024-07-20,paper,agriculture,1250.55,13.71,7,winter,4.94
2024-07-20,battery,packaging,2818.37,174.63,7,winter,4.74
2024-07-20,glass,electronics,2854.6,20.89,7,winter,5.08
2024-07-20,organic,automotive,3553.11,5.56,7,winter,5.33
2024-07-20,paper,construction,1963.45,13.14,7,winter,4.9
2024-07-20,plastic,packaging,3949.95,27.19,7,winter,4.13
2024-07-21,glass,packaging,2742.01,18.88,7,winter,4.46
2024-07-21,glass,construction,3939.11,19.15,7,winter,4.76
2024-07-21,textile,automotive,4967.06,17.07,7,winter,4.55
2024-07-21,glass,automotive,3125.25,22.25,7,winter,4.08
2024-07-21,battery,automotive,1104.25,173.56,7,winter,5.37
2024-07-21,glass,electronics,1518.58,20.39,7,winter,5.46
2024-07-22,metal,construction,3897.05,127.42,7,winter,4.24
2024-07-22,glass,electronics,1416.9,19.43,7,winter,4.58
2024-07-22,paper,agriculture,1655.35,13.01,7,winter,5.36
2024-07-22,textile,agriculture,4760.77,16.46,7,winter,5.29
2024-07-22,organic,electronics,3224.67,5.93,7,winter,4.76
2024-07-22,metal,construction,2284.14,129.91,7,winter,4.5
2024-07-22,plastic,agriculture,1961.3,27.02,7,winter,4.22
2024-07-23,glass,agriculture,2117.03,17.79,7,winter,4.5
2024-07-23,battery,packaging,2306.51,169.17,7,winter,5.1
2024-07-23,textile,textiles,1112.61,16.85,7,winter,4.26
2024-07-23,plastic,construction,4180.2,27.5,7,winter,4.91
2024-07-23,paper,construction,4322.4,12.3,7,winter,5.12
2024-07-23,textile,packaging,678.75,16.36,7,winter,4.65
2024-07-23,glass,packaging,4944.78,18.77,7,winter,4.85
2024-07-23,battery,electronics,4537.1,160.28,7,winter,4.21
2024-07-23,textile,packaging,862.96,16.54,7,winter,4.93
2024-07-23,paper,electronics,2593.84,12.88,7,winter,4.66
2024-07-24,battery,construction,929.91,166.57,7,winter,4.68
2024-07-24,paper,electronics,1718.99,13.12,7,winter,4.49
2024-07-24,plastic,textiles,1320.06,26.94,7,winter,5.46
2024-07-24,paper,agriculture,1386.94,12.48,7,winter,4.7
2024-07-24,paper,packaging,3384.37,13.06,7,winter,4.8
2024-07-24,glass,automotive,3413.84,19.01,7,winter,4.63
2024-07-25,textile,construction,3730.7,15.78,7,winter,4.1
2024-07-25,paper,automotive,1401.44,14.27,7,winter,4.03
2024-07-25,organic,textiles,1901.22,5.52,7,winter,3.43
2024-07-25,glass,agriculture,3377.13,19.98,7,winter,4.73
2024-07-25,paper,textiles,2022.95,13.85,7,winter,4.9
2024-07-25,paper,packaging,1025.39,12.44,7,winter,4.53
2024-07-25,metal,textiles,2464.62,116.69,7,winter,5.75
2024-07-26,plastic,automotive,3384.33,27.15,7,winter,5.27
2024-07-26,glass,packaging,4261.02,21.11,7,winter,4.47
2024-07-26,paper,packaging,1484.91,13.68,7,winter,5.17
2024-07-26,glass,textiles,3989.97,19.1,7,winter,4.83
2024-07-26,metal,packaging,3912.75,122.17,7,winter,4.73
2024-07-26,glass,electronics,1047.95,19.98,7,winter,5.24
2024-07-27,battery,automotive,1867.34,154.82,7,winter,4.8
2024-07-27,metal,electronics,1431.0,124.23,7,winter,4.55
2024-07-27,plastic,packaging,4854.84,28.48,7,winter,5.67
2024-07-27,glass,automotive,1069.54,19.53,7,winter,4.31
2024-07-28,organic,agriculture,2561.78,5.34,7,winter,4.61
2024-07-28,battery,packaging,3890.77,148.08,7,winter,4.92
2024-07-28,textile,automotive,1533.72,15.51,7,winter,5.11
2024-07-28,metal,automotive,2555.76,121.39,7,winter,4.15
2024-07-28,textile,construction,4298.18,16.09,7,winter,4.86
2024-07-29,plastic,textiles,2959.35,25.58,7,winter,4.73
2024-07-29,metal,agriculture,4921.94,115.28,7,winter,4.92
2024-07-29,plastic,packaging,2930.42,27.6,7,winter,4.65
2024-07-29,glass,electronics,3060.33,18.89,7,winter,4.79
2024-07-29,textile,agriculture,891.92,16.92,7,winter,4.94
2024-07-30,plastic,automotive,1182.67,28.45,7,winter,5.27
2024-07-30,metal,automotive,1693.53,122.72,7,winter,4.78
2024-07-30,battery,agriculture,4595.91,164.17,7,winter,4.65
2024-07-30,battery,agriculture,1939.19,155.88,7,winter,3.44
2024-07-31,plastic,textiles,3175.69,26.08,7,winter,4.58
2024-07-31,organic,construction,3268.09,5.48,7,winter,4.75
2024-07-31,textile,construction,3831.28,16.55,7,winter,3.87
2024-07-31,textile,electronics,3319.27,16.98,7,winter,5.13
2024-07-31,organic,construction,1227.29,5.9,7,winter,4.91
2024-07-31,metal,packaging,952.53,129.71,7,winter,3.99
2024-08-01,textile,agriculture,3717.15,15.11,8,spring,3.96
2024-08-01,textile,packaging,4214.57,16.51,8,spring,4.21
2024-08-01,paper,construction,3578.31,12.77,8,spring,4.5
2024-08-01,paper,agriculture,4576.88,12.24,8,spring,4.59
2024-08-01,organic,textiles,3614.3,5.09,8,spring,5.35
2024-08-01,glass,automotive,968.56,16.75,8,spring,4.09
2024-08-01,battery,packaging,4036.88,160.61,8,spring,3.73
2024-08-01,textile,textiles,1264.47,14.67,8,spring,4.59
2024-08-01,organic,construction,1206.4,5.04,8,spring,4.19
2024-08-02,plastic,textiles,1898.56,23.22,8,spring,4.44
2024-08-02,glass,electronics,3676.24,18.08,8,spring,4.21
2024-08-02,textile,electronics,4033.71,15.32,8,spring,4.09
2024-08-02,organic,textiles,642.99,4.98,8,spring,5.26
2024-08-02,metal,electronics,1960.81,105.76,8,spring,4.29
2024-08-02,organic,agriculture,2682.74,4.72,8,spring,4.35
2024-08-02,organic,electronics,2560.12,5.14,8,spring,3.99
2024-08-03,plastic,textiles,2380.72,24.01,8,spring,4.08
2024-08-03,textile,textiles,716.36,14.74,8,spring,4.17
2024-08-03,glass,packaging,3609.3,18.8,8,spring,4.41
2024-08-03,organic,construction,1115.25,4.55,8,spring,3.51
2024-08-03,glass,electronics,4171.89,16.66,8,spring,4.69
2024-08-03,organic,agriculture,4909.15,4.97,8,spring,4.05
2024-08-03,metal,construction,3746.4,108.01,8,spring,3.95
2024-08-03,battery,automotive,3957.95,134.5,8,spring,3.88
2024-08-03,paper,automotive,1612.3,12.34,8,spring,3.99
2024-08-03,metal,packaging,1943.89,113.9,8,spring,4.37
2024-08-03,organic,packaging,2534.13,4.53,8,spring,4.0
2024-08-03,glass,electronics,2261.33,18.37,8,spring,3.94
2024-08-04,glass,textiles,4018.34,17.36,8,spring,3.95
2024-08-04,organic,packaging,1330.13,5.51,8,spring,4.31
2024-08-04,paper,automotive,2288.46,12.94,8,spring,3.6
2024-08-05,battery,textiles,4338.27,154.65,8,spring,4.34
2024-08-05,plastic,agriculture,3031.39,25.58,8,spring,4.48
2024-08-05,metal,packaging,4923.07,109.58,8,spring,4.81
2024-08-05,plastic,textiles,4472.26,23.78,8,spring,3.94
2024-08-05,paper,packaging,4955.94,12.11,8,spring,3.38
2024-08-05,metal,agriculture,2630.62,108.61,8,spring,3.55
2024-08-05,textile,automotive,1354.71,13.65,8,spring,4.01
2024-08-05,organic,construction,2722.08,4.35,8,spring,4.59
2024-08-06,glass,agriculture,2594.03,17.24,8,spring,3.96
2024-08-06,textile,electronics,3148.76,15.83,8,spring,4.44
2024-08-06,plastic,agriculture,4602.19,24.44,8,spring,4.11
2024-08-06,textile,packaging,1106.15,13.84,8,spring,3.62
2024-08-06,paper,construction,3092.72,11.2,8,spring,4.29
2024-08-06,glass,construction,807.5,19.59,8,spring,3.87
2024-08-06,organic,agriculture,1086.59,5.16,8,spring,3.83
2024-08-07,organic,electronics,1740.26,4.73,8,spring,3.21
2024-08-07,plastic,electronics,4144.66,26.99,8,spring,4.47
2024-08-07,textile,construction,3337.06,14.43,8,spring,4.21
2024-08-07,organic,packaging,1175.09,4.7,8,spring,4.29
2024-08-07,glass,packaging,768.95,18.26,8,spring,4.84
2024-08-07,organic,automotive,771.34,4.77,8,spring,3.8
2024-08-07,metal,packaging,3222.29,114.41,8,spring,3.98
2024-08-07,textile,construction,4815.07,14.68,8,spring,4.7
2024-08-07,metal,automotive,3655.38,119.02,8,spring,4.29
2024-08-07,organic,electronics,3063.01,4.8,8,spring,3.31
2024-08-07,paper,automotive,3681.43,12.5,8,spring,3.82
2024-08-07,textile,construction,3272.51,14.14,8,spring,3.99
2024-08-07,organic,textiles,4759.87,5.06,8,spring,4.45
2024-08-07,glass,textiles,1769.45,16.88,8,spring,4.48
2024-08-07,textile,agriculture,1758.02,15.25,8,spring,4.44
2024-08-08,paper,packaging,3229.25,11.63,8,spring,4.1
2024-08-08,battery,construction,1772.44,160.13,8,spring,4.63
2024-08-08,battery,electronics,3493.82,130.45,8,spring,3.51
2024-08-08,paper,automotive,2148.45,11.49,8,spring,4.08
2024-08-09,glass,packaging,924.46,16.34,8,spring,4.31
2024-08-09,organic,packaging,1489.65,5.09,8,spring,4.19
2024-08-09,glass,electronics,3399.94,19.25,8,spring,3.43
2024-08-09,battery,agriculture,1683.67,142.1,8,spring,4.25
2024-08-09,glass,construction,3574.39,19.04,8,spring,4.12
2024-08-09,glass,construction,1107.2,16.59,8,spring,4.53
2024-08-10,glass,packaging,3544.06,17.35,8,spring,3.53
2024-08-10,battery,automotive,3420.04,159.73,8,spring,4.03
2024-08-11,textile,electronics,1965.96,15.07,8,spring,4.05
2024-08-11,textile,packaging,4493.49,14.71,8,spring,3.75
2024-08-11,metal,textiles,554.04,122.83,8,spring,4.84
2024-08-11,textile,electronics,545.32,14.58,8,spring,4.03
2024-08-12,paper,agriculture,4505.99,12.47,8,spring,3.91
2024-08-12,plastic,textiles,748.85,27.12,8,spring,4.62
2024-08-12,battery,packaging,4654.15,146.77,8,spring,5.2
2024-08-12,battery,automotive,3510.2,138.63,8,spring,4.91
2024-08-12,metal,construction,2182.28,110.39,8,spring,5.52
2024-08-12,paper,electronics,3364.0,12.99,8,spring,5.16
2024-08-13,paper,automotive,2413.03,11.75,8,spring,4.6
2024-08-13,textile,construction,3242.5,14.48,8,spring,4.32
2024-08-13,battery,textiles,844.64,154.83,8,spring,4.32
2024-08-13,organic,electronics,3656.84,4.91,8,spring,4.07
2024-08-13,plastic,textiles,3115.33,24.78,8,spring,4.29
2024-08-14,paper,construction,4643.88,11.04,8,spring,3.86
2024-08-14,textile,electronics,4421.0,13.96,8,spring,3.96
2024-08-14,glass,automotive,4204.89,18.21,8,spring,4.94
2024-08-14,textile,packaging,2284.92,13.68,8,spring,4.14
2024-08-14,metal,automotive,2555.67,107.07,8,spring,4.66
2024-08-14,organic,textiles,4540.1,4.93,8,spring,3.8
2024-08-15,organic,textiles,4955.49,4.73,8,spring,3.56
2024-08-15,organic,packaging,3161.8,5.38,8,spring,4.58
2024-08-15,metal,packaging,2276.54,112.48,8,spring,4.34
2024-08-15,metal,packaging,3966.85,99.32,8,spring,4.2
2024-08-15,paper,construction,1245.04,12.52,8,spring,4.1
2024-08-15,paper,construction,797.2,11.92,8,spring,4.06
2024-08-16,textile,textiles,4790.53,15.37,8,spring,3.86
2024-08-16,organic,textiles,1697.1,5.04,8,spring,5.5
2024-08-16,textile,textiles,1236.45,15.3,8,spring,3.99
2024-08-16,metal,automotive,2225.12,113.72,8,spring,4.24
2024-08-16,organic,electronics,2622.24,4.87,8,spring,5.07
2024-08-16,battery,automotive,1548.59,152.67,8,spring,4.83
2024-08-16,textile,automotive,1902.09,14.86,8,spring,4.6
2024-08-16,paper,packaging,1959.81,11.29,8,spring,3.6
2024-08-17,organic,construction,3654.36,4.88,8,spring,4.32
2024-08-17,battery,agriculture,4904.85,147.3,8,spring,4.51
2024-08-17,battery,agriculture,3672.04,151.44,8,spring,4.13
2024-08-17,battery,construction,4877.85,156.86,8,spring,3.71
2024-08-17,battery,automotive,1471.4,152.53,8,spring,4.28
2024-08-17,battery,agriculture,2541.18,162.39,8,spring,4.51
2024-08-17,battery,automotive,3880.26,156.87,8,spring,4.88
2024-08-17,battery,automotive,4052.76,162.85,8,spring,3.39
2024-08-18,metal,textiles,1076.45,109.27,8,spring,4.87
2024-08-18,organic,packaging,1037.23,5.03,8,spring,3.59
2024-08-18,textile,electronics,1897.63,13.76,8,spring,4.44
2024-08-18,paper,automotive,2762.79,10.79,8,spring,4.36
2024-08-18,textile,packaging,585.96,13.6,8,spring,4.19
2024-08-18,battery,electronics,3595.48,155.15,8,spring,3.1
2024-08-18,textile,electronics,3447.99,14.11,8,spring,4.15
2024-08-18,battery,construction,4909.12,148.74,8,spring,4.3
2024-08-19,paper,agriculture,4585.12,13.55,8,spring,4.73
2024-08-19,glass,textiles,3367.41,18.67,8,spring,4.36
2024-08-19,battery,packaging,983.41,150.28,8,spring,4.19
2024-08-19,paper,textiles,2009.17,12.07,8,spring,4.46
2024-08-19,plastic,automotive,4355.44,25.99,8,spring,4.31
2024-08-19,plastic,packaging,1638.88,27.33,8,spring,4.05
2024-08-19,paper,packaging,4827.85,12.83,8,spring,4.0
2024-08-19,paper,agriculture,4241.02,11.45,8,spring,4.21
2024-08-20,plastic,electronics,3232.53,22.73,8,spring,3.58
2024-08-20,textile,automotive,3718.59,14.56,8,spring,4.88
2024-08-20,metal,construction,1347.43,111.5,8,spring,4.02
2024-08-20,textile,agriculture,651.51,14.7,8,spring,3.52
2024-08-20,battery,textiles,2998.9,150.63,8,spring,4.06
2024-08-20,paper,construction,4319.99,10.9,8,spring,3.3
2024-08-20,plastic,agriculture,1780.53,25.17,8,spring,4.88
2024-08-21,paper,agriculture,4193.13,12.29,8,spring,3.69
2024-08-21,glass,textiles,3600.99,19.0,8,spring,4.31
2024-08-21,textile,automotive,680.89,14.74,8,spring,4.33
2024-08-21,textile,automotive,1829.79,15.77,8,spring,4.16
2024-08-21,battery,packaging,1909.43,149.7,8,spring,3.62
2024-08-21,glass,construction,1631.17,19.28,8,spring,4.04
2024-08-21,metal,textiles,3913.05,102.65,8,spring,3.88
2024-08-21,organic,automotive,1852.82,5.3,8,spring,4.89
2024-08-21,battery,automotive,3477.03,131.78,8,spring,4.13
2024-08-22,battery,agriculture,1613.19,157.79,8,spring,4.12
2024-08-22,textile,construction,4023.92,15.51,8,spring,3.79
2024-08-22,glass,construction,3792.47,19.66,8,spring,4.08
2024-08-23,glass,automotive,780.5,17.71,8,spring,3.63
2024-08-23,textile,automotive,1272.18,14.89,8,spring,3.59
2024-08-23,metal,packaging,4182.42,102.35,8,spring,4.73
2024-08-24,glass,textiles,4820.79,17.95,8,spring,4.82
2024-08-24,battery,textiles,4774.89,149.36,8,spring,4.26
2024-08-24,textile,automotive,4322.51,14.79,8,spring,3.16
2024-08-24,glass,electronics,4825.06,18.63,8,spring,3.01
2024-08-24,textile,construction,3415.49,14.49,8,spring,4.3
2024-08-24,plastic,automotive,1127.1,23.39,8,spring,4.27
2024-08-24,textile,packaging,3827.34,15.48,8,spring,3.66
2024-08-24,glass,agriculture,1034.19,18.13,8,spring,3.88
2024-08-24,paper,packaging,2394.04,11.86,8,spring,5.3
2024-08-25,glass,construction,2466.13,17.58,8,spring,4.55
2024-08-25,battery,automotive,2278.82,138.91,8,spring,3.76
2024-08-25,textile,packaging,1268.19,15.11,8,spring,3.16
2024-08-25,organic,textiles,1899.7,4.74,8,spring,3.86
2024-08-25,textile,agriculture,4538.29,14.74,8,spring,3.83
2024-08-25,metal,automotive,1864.95,117.31,8,spring,4.96
2024-08-26,plastic,textiles,2593.28,24.2,8,spring,3.11
2024-08-26,battery,agriculture,4100.33,145.48,8,spring,3.91
2024-08-26,glass,textiles,3633.56,18.63,8,spring,4.55
2024-08-26,metal,automotive,3735.76,116.45,8,spring,4.17
2024-08-26,battery,construction,3867.05,151.2,8,spring,3.46
2024-08-26,organic,textiles,3018.27,4.87,8,spring,3.83
2024-08-26,plastic,electronics,3122.26,25.28,8,spring,4.11
2024-08-26,textile,textiles,4992.21,14.94,8,spring,3.92
2024-08-27,metal,electronics,978.11,112.93,8,spring,3.77
2024-08-27,paper,automotive,2074.6,11.89,8,spring,4.29
2024-08-27,battery,automotive,1250.56,146.03,8,spring,4.47
2024-08-27,textile,textiles,568.68,13.94,8,spring,4.56
2024-08-27,plastic,packaging,2785.33,24.2,8,spring,3.97
2024-08-28,battery,automotive,3657.04,149.85,8,spring,4.17
2024-08-28,textile,agriculture,2756.38,14.57,8,spring,3.95
2024-08-28,plastic,agriculture,581.3,26.43,8,spring,4.42
2024-08-28,paper,agriculture,2897.86,11.26,8,spring,4.25
2024-08-28,battery,agriculture,1079.66,152.0,8,spring,4.77
2024-08-29,glass,electronics,546.37,18.65,8,spring,4.16
2024-08-29,battery,electronics,578.21,138.42,8,spring,4.48
2024-08-29,metal,construction,2313.66,112.52,8,spring,4.85
2024-08-29,glass,packaging,993.25,18.03,8,spring,4.53
2024-08-29,glass,electronics,3278.09,16.84,8,spring,4.03
2024-08-29,paper,automotive,2829.7,11.85,8,spring,3.89
2024-08-29,plastic,agriculture,3880.36,25.47,8,spring,4.01
2024-08-29,organic,textiles,2007.99,5.02,8,spring,4.79
2024-08-29,textile,packaging,1268.42,15.3,8,spring,3.5
2024-08-29,paper,electronics,1061.59,11.14,8,spring,4.1
2024-08-29,textile,automotive,1042.09,15.12,8,spring,4.49
2024-08-29,glass,automotive,2294.17,17.79,8,spring,3.88
2024-08-30,glass,agriculture,3433.7,18.04,8,spring,4.01
2024-08-30,textile,automotive,2078.5,14.98,8,spring,4.87
2024-08-30,battery,electronics,2630.09,157.93,8,spring,4.95
2024-08-30,paper,construction,2927.21,11.58,8,spring,4.77
2024-08-31,textile,electronics,3636.25,13.88,8,spring,4.35
2024-08-31,metal,construction,3777.74,102.46,8,spring,4.83
2024-08-31,metal,agriculture,2056.34,100.87,8,spring,4.38
2024-09-01,metal,packaging,2146.94,116.64,9,summer,2.96
2024-09-01,metal,textiles,4085.31,104.67,9,summer,3.97
2024-09-01,paper,packaging,4497.81,11.76,9,summer,3.9
2024-09-01,textile,electronics,3945.86,15.67,9,summer,3.43
2024-09-01,paper,textiles,2599.85,12.56,9,summer,3.94
2024-09-01,metal,agriculture,1505.54,113.94,9,summer,3.39
2024-09-01,paper,automotive,3113.41,11.59,9,summer,3.28
2024-09-01,battery,electronics,3659.96,135.32,9,summer,3.92
2024-09-01,plastic,automotive,4269.47,25.17,9,summer,3.6
2024-09-02,paper,packaging,2617.61,11.12,9,summer,4.1
2024-09-02,glass,automotive,4064.89,18.53,9,summer,4.0
2024-09-02,textile,packaging,3384.47,15.12,9,summer,3.99
2024-09-02,glass,agriculture,3151.72,17.28,9,summer,3.76
2024-09-02,textile,electronics,1053.73,14.2,9,summer,4.05
2024-09-02,battery,packaging,3952.27,148.46,9,summer,3.75
2024-09-02,paper,automotive,1862.36,11.34,9,summer,4.03
2024-09-03,glass,packaging,2646.05,17.13,9,summer,4.46
2024-09-03,plastic,agriculture,3794.44,23.57,9,summer,4.52
2024-09-03,battery,automotive,1460.17,146.68,9,summer,3.51
2024-09-03,battery,textiles,3047.17,144.9,9,summer,3.91
2024-09-03,battery,packaging,4636.44,136.17,9,summer,3.59
2024-09-03,metal,agriculture,4112.45,115.61,9,summer,5.05
2024-09-03,textile,construction,4271.16,15.7,9,summer,4.02
2024-09-03,paper,agriculture,1712.47,11.91,9,summer,3.61
2024-09-03,battery,packaging,2477.49,154.12,9,summer,3.84
2024-09-04,plastic,textiles,859.05,25.79,9,summer,3.98
2024-09-04,paper,automotive,2960.94,12.73,9,summer,4.56
2024-09-04,textile,construction,4856.94,15.21,9,summer,3.4
2024-09-04,organic,textiles,3614.52,4.91,9,summer,4.0
2024-09-04,paper,agriculture,669.07,12.21,9,summer,3.8
2024-09-05,glass,electronics,1397.12,18.46,9,summer,4.52
2024-09-05,metal,agriculture,986.84,112.0,9,summer,5.15
2024-09-05,organic,automotive,1358.38,5.11,9,summer,3.04
2024-09-05,glass,electronics,4843.68,18.21,9,summer,4.92
2024-09-05,textile,packaging,3082.65,15.05,9,summer,3.43
2024-09-05,glass,automotive,4565.54,18.36,9,summer,3.59
2024-09-05,organic,packaging,4088.19,4.82,9,summer,4.54
2024-09-06,textile,packaging,589.56,15.3,9,summer,3.19
2024-09-06,organic,automotive,3526.16,4.9,9,summer,4.25
2024-09-06,paper,electronics,3398.96,12.53,9,summer,4.23
2024-09-07,plastic,textiles,2328.5,25.25,9,summer,4.25
2024-09-07,glass,agriculture,1769.92,16.97,9,summer,5.49
2024-09-07,organic,packaging,1039.73,5.13,9,summer,4.88
2024-09-07,battery,packaging,4858.98,143.19,9,summer,4.27
2024-09-07,plastic,electronics,1967.83,25.13,9,summer,3.06
2024-09-08,paper,construction,1589.62,12.48,9,summer,4.38
2024-09-08,paper,construction,4588.95,12.86,9,summer,3.99
2024-09-08,textile,construction,3206.91,15.13,9,summer,3.44
2024-09-08,organic,construction,4694.59,5.42,9,summer,3.88
2024-09-09,plastic,textiles,1310.0,26.5,9,summer,4.06
2024-09-09,glass,electronics,653.07,19.63,9,summer,3.2
2024-09-09,organic,textiles,4842.72,5.12,9,summer,3.99
2024-09-09,organic,automotive,2644.79,4.9,9,summer,4.04
2024-09-09,paper,agriculture,3756.56,10.31,9,summer,3.95
2024-09-10,battery,textiles,1996.95,148.94,9,summer,5.35
2024-09-10,paper,packaging,1189.15,12.4,9,summer,4.82
2024-09-10,metal,construction,1523.08,100.76,9,summer,3.75
2024-09-10,paper,construction,3713.29,12.99,9,summer,4.04
2024-09-10,battery,textiles,1659.92,149.28,9,summer,4.32
2024-09-11,plastic,packaging,3357.11,26.66,9,summer,4.1
2024-09-11,organic,electronics,1040.06,4.8,9,summer,4.42
2024-09-11,glass,textiles,3298.91,18.55,9,summer,3.62
2024-09-11,textile,packaging,2446.18,14.59,9,summer,4.01
2024-09-11,metal,construction,4374.78,111.12,9,summer,3.81
2024-09-11,battery,electronics,2976.58,164.69,9,summer,4.13
2024-09-11,organic,textiles,3904.03,4.62,9,summer,3.99
2024-09-12,glass,textiles,1248.63,17.6,9,summer,3.64
2024-09-12,textile,agriculture,3798.36,13.59,9,summer,4.27
2024-09-12,textile,construction,4737.87,16.11,9,summer,3.7
2024-09-12,glass,automotive,2105.62,17.33,9,summer,4.0
2024-09-12,textile,automotive,1954.6,15.65,9,summer,3.65
2024-09-12,textile,textiles,2949.16,14.95,9,summer,4.17
2024-09-12,plastic,automotive,523.91,25.75,9,summer,4.39
2024-09-13,textile,packaging,1858.01,15.34,9,summer,4.37
2024-09-13,plastic,packaging,4106.79,24.77,9,summer,3.28
2024-09-13,plastic,agriculture,525.17,25.11,9,summer,3.56
2024-09-13,battery,packaging,1015.96,153.25,9,summer,4.58
2024-09-13,paper,construction,1303.83,11.46,9,summer,3.16
2024-09-13,plastic,packaging,4140.96,25.06,9,summer,3.98
2024-09-14,textile,construction,4540.4,16.26,9,summer,3.51
2024-09-14,battery,construction,2380.58,138.18,9,summer,3.94
2024-09-14,battery,construction,1380.99,149.68,9,summer,4.1
2024-09-14,metal,automotive,2066.06,115.17,9,summer,4.45
2024-09-14,organic,automotive,4396.91,5.28,9,summer,4.35
2024-09-15,glass,electronics,866.54,18.94,9,summer,4.39
2024-09-15,textile,textiles,3588.95,15.62,9,summer,4.43
2024-09-15,organic,electronics,2566.99,5.09,9,summer,4.18
2024-09-15,glass,packaging,1833.32,18.83,9,summer,4.35
2024-09-15,metal,automotive,3979.96,106.33,9,summer,4.25
2024-09-15,textile,packaging,3467.57,14.98,9,summer,3.91
2024-09-15,glass,electronics,4041.81,18.96,9,summer,4.26
2024-09-15,glass,agriculture,2421.16,19.2,9,summer,4.29
2024-09-15,metal,packaging,4425.95,101.49,9,summer,3.9
2024-09-15,organic,textiles,3436.41,4.63,9,summer,3.51
2024-09-15,paper,electronics,691.76,12.31,9,summer,5.26
2024-09-15,paper,agriculture,4245.18,11.32,9,summer,5.29
2024-09-16,plastic,automotive,4290.27,24.08,9,summer,5.21
2024-09-16,paper,agriculture,2670.13,13.16,9,summer,4.67
2024-09-16,metal,automotive,3047.86,113.65,9,summer,3.33
2024-09-16,paper,construction,4909.02,11.48,9,summer,4.25
2024-09-16,battery,agriculture,2046.68,140.6,9,summer,4.26
2024-09-16,organic,automotive,3747.51,5.18,9,summer,3.77
2024-09-17,battery,electronics,1766.26,148.23,9,summer,4.12
2024-09-17,organic,construction,4504.84,4.88,9,summer,4.48
2024-09-17,glass,textiles,3750.14,18.78,9,summer,4.75
2024-09-18,battery,packaging,2735.05,162.34,9,summer,3.69
2024-09-18,plastic,construction,526.54,25.1,9,summer,3.96
2024-09-18,battery,packaging,916.32,149.84,9,summer,4.06
2024-09-18,paper,agriculture,1449.6,10.75,9,summer,4.75
2024-09-18,paper,electronics,3171.59,11.96,9,summer,5.2
2024-09-18,plastic,agriculture,4318.83,25.7,9,summer,4.79
2024-09-19,textile,construction,2853.09,15.64,9,summer,4.24
2024-09-19,textile,agriculture,4869.8,14.89,9,summer,3.99
2024-09-19,glass,packaging,2319.43,19.51,9,summer,3.8
2024-09-19,plastic,electronics,3175.48,23.73,9,summer,3.62
2024-09-20,glass,textiles,1471.19,17.34,9,summer,4.19
2024-09-20,paper,electronics,1528.79,11.46,9,summer,4.25
2024-09-20,organic,packaging,1498.98,5.29,9,summer,3.74
2024-09-20,paper,automotive,4894.12,11.52,9,summer,4.24
2024-09-20,paper,electronics,2606.64,12.18,9,summer,4.49
2024-09-20,battery,automotive,3095.16,155.68,9,summer,4.38
2024-09-20,organic,construction,1329.4,5.5,9,summer,3.91
2024-09-20,plastic,textiles,3057.22,25.75,9,summer,3.51
2024-09-20,plastic,automotive,4910.15,25.54,9,summer,3.71
2024-09-21,organic,textiles,4971.3,4.83,9,summer,4.81
2024-09-21,textile,agriculture,4603.06,15.28,9,summer,3.9
