city,population,waste_generation,industry_count,land_price,transport_score,recyclers_count,roi_prediction
Tiruppur,7722185.0,9193.7,986,22401.5,1.1,12,1154.02
Chennai,6557194.0,11617.8,460,14011.8,4.1,5,3491.83
Tiruppur,6841331.1,12026.4,1008,12014.8,8.6,2,9073.26
Tiruppur,1667694.5,3539.8,48,36079.2,2.7,13,403.98
Erode,7989206.0,567.3,986,17710.8,8.6,2,472.07
Tiruppur,7262234.2,13907.7,592,11478.8,9.3,3,6976.79
Chennai,7162041.5,7007.1,343,10105.5,8.2,5,2110.73
Erode,2514492.0,7523.4,1196,31943.6,7.0,6,1894.25
Coimbatore,6077018.9,11304.0,468,24438.7,6.3,4,4243.98
Chennai,6207544.9,10752.6,494,25820.7,1.0,4,4032.56
Erode,7110577.5,8986.0,1196,19344.7,7.1,4,3396.18
Salem,6640601.1,1927.0,1161,18617.9,4.8,7,426.59
Salem,3892647.8,2707.5,868,5348.8,7.4,8,520.38
Salem,3321720.3,13898.6,406,39913.5,9.5,6,3473.65
Salem,4263652.8,6677.2,132,22240.1,1.4,10,998.95
Erode,6428852.1,6918.6,1195,31890.2,6.5,1,10456.52
Chennai,2542365.5,1939.0,1199,35071.6,9.1,8,373.78
Tiruppur,4630178.7,14178.1,467,36705.6,5.7,10,2126.04
Coimbatore,1467988.4,8145.5,235,35623.1,2.8,11,1107.29
Coimbatore,5040833.6,1045.0,340,6379.4,7.6,8,201.9
Tiruppur,3284531.9,7625.1,70,15145.2,5.7,6,1905.74
Chennai,4556203.0,12311.7,567,14291.2,1.6,12,1541.79
Coimbatore,6074708.6,6684.1,1184,24560.9,6.8,8,1264.87
Tiruppur,7301499.3,8893.1,719,31140.3,3.0,11,1214.53
Chennai,1178722.3,7563.4,647,33148.6,2.7,9,1261.45
Coimbatore,3732060.0,3130.4,613,15786.7,2.6,8,591.81
Salem,3634763.8,3917.6,625,7804.1,3.7,2,2968.09
Tiruppur,6562683.7,5943.3,490,15147.5,1.7,12,744.95
Salem,1639851.4,2128.7,884,29793.7,8.9,11,295.72
Salem,1487821.5,12909.4,683,39602.4,1.4,6,3226.35
Tiruppur,2248906.7,12993.2,868,2693.4,4.4,12,1632.2
Erode,4576133.2,1276.5,929,19856.2,3.6,10,198.04
Coimbatore,5463952.3,5461.8,653,18446.8,3.7,8,1029.28
Salem,2204057.6,6214.8,129,37172.4,9.4,5,1858.71
Chennai,5460996.5,13568.4,924,11979.4,7.4,12,1703.91
Coimbatore,6927717.7,6343.6,742,32330.3,3.2,5,1907.22
Tiruppur,7151306.8,13355.1,184,3511.8,6.2,6,3344.26
Erode,4622634.6,12894.9,258,21764.2,3.0,9,2148.35
Coimbatore,3084474.5,2582.6,663,32478.4,2.6,13,298.79
Chennai,3814308.8,2314.1,559,29489.7,8.7,10,349.85
Tiruppur,7116543.0,6621.5,460,33172.0,2.0,9,1102.12
Salem,3871875.1,12585.6,1052,14334.4,3.5,3,6322.41
Salem,1730476.9,4420.8,188,25393.3,6.0,4,1655.07
Salem,5080488.3,4111.6,1071,36687.5,1.4,12,517.19
Chennai,2654432.7,11104.6,658,44539.0,1.5,2,8319.39
Tiruppur,4114251.3,7646.4,919,13799.7,4.6,7,1650.0
Tiruppur,7559110.2,12955.8,564,25673.4,8.4,6,3244.72
Salem,3488590.7,4890.3,611,13171.2,3.3,7,1054.54
Erode,1235334.0,7996.9,928,26931.6,6.7,3,4019.19
Erode,3749382.0,12035.4,476,20331.7,4.0,11,1643.1
Coimbatore,6304963.2,970.7,1063,36724.1,5.6,1,1508.38
Salem,4516029.3,14049.1,284,36805.4,8.2,2,10528.56
Chennai,6276715.7,11266.0,1173,4576.8,5.7,12,1418.91
Tiruppur,3537508.2,13986.9,72,15897.4,9.4,5,4197.73
Coimbatore,3427159.3,1770.2,1182,8854.0,9.7,5,557.94
Coimbatore,1752126.3,1993.1,1197,24121.5,4.0,10,307.5
Salem,4306318.2,6138.5,727,11750.6,9.4,1,9289.85
Chennai,6359679.9,487.1,496,29002.2,3.5,8,91.81
Chennai,5254171.0,1264.2,550,37026.3,3.1,4,472.04
Erode,2862140.5,4734.7,687,13350.9,4.8,5,1432.2
Coimbatore,6919438.9,6633.2,1139,22882.1,7.3,5,2008.73
Tiruppur,573345.4,1311.8,1175,22015.9,9.5,11,188.58
Salem,3186642.8,2411.1,469,30352.4,5.6,13,278.65
Coimbatore,6761745.7,11387.1,1074,36688.4,1.0,2,8559.16
Tiruppur,2222872.1,3153.7,1179,29664.9,3.4,6,800.14
Tiruppur,2555624.0,12057.2,540,22771.8,4.7,5,3622.18
Chennai,7452531.2,9797.1,1153,9428.6,4.4,11,1346.14
Salem,5115108.8,6296.8,959,39239.0,2.5,4,2367.89
Salem,7083854.8,8331.5,400,19330.7,6.8,13,963.28
Coimbatore,2904224.2,1584.1,845,7536.4,9.5,13,190.69
Erode,2879443.8,11541.3,1001,15142.9,6.3,14,1243.14
Erode,535343.2,1271.4,564,34821.7,2.2,13,146.28
Chennai,7800249.2,11900.4,740,22372.3,5.0,3,5965.81
Erode,6645486.7,5525.4,1102,31123.9,7.3,11,760.15
Tiruppur,4485049.6,6115.8,974,42122.3,8.8,12,768.15
Tiruppur,6878221.2,6332.0,765,27872.5,1.5,8,1190.53
Tiruppur,4599612.0,6653.5,754,18297.3,4.2,8,1254.21
Tiruppur,5542119.9,7728.6,52,42197.3,8.5,2,5771.78
Tiruppur,2774061.5,6555.8,291,17866.5,8.7,13,758.27
Tiruppur,2299616.8,1434.0,514,30682.6,9.2,1,2173.26
Tiruppur,790995.9,2964.2,152,34971.0,4.2,13,338.93
Chennai,6769163.1,1698.9,348,36654.0,3.5,2,1261.07
Chennai,6992337.8,3772.0,943,5152.2,9.0,1,5773.63
Salem,6625950.3,14402.0,672,27963.5,5.4,11,1966.66
Salem,7882414.8,5875.5,167,29353.7,5.1,11,799.01
Salem,7377208.3,14952.8,248,39107.5,3.4,5,4477.52
Tiruppur,4293296.3,466.2,325,42103.9,4.4,4,165.8
Tiruppur,6464658.9,2205.3,462,39764.9,5.7,3,1098.25
Chennai,4128476.7,7458.6,453,40177.0,5.1,14,797.91
Tiruppur,3529822.1,7009.7,877,14201.1,4.9,13,814.7
Chennai,3410740.5,3785.9,93,9865.7,4.3,12,473.62
Salem,7797212.3,3477.5,112,9852.9,6.2,1,5229.28
Tiruppur,4783198.7,333.2,738,21782.8,3.7,3,180.96
Erode,5404956.7,9355.1,1058,3633.0,10.0,9,1573.99
Salem,6170031.8,6894.2,1008,3877.4,3.1,1,10445.37
Salem,2010493.3,14393.6,1097,13251.9,1.6,10,2167.91
Tiruppur,2335588.1,13246.0,314,33131.5,2.9,3,6614.77
Coimbatore,5663009.7,2545.1,120,41047.6,8.2,9,419.6
Coimbatore,5757584.5,1876.4,128,7266.7,5.8,8,354.15
Chennai,3575178.4,7333.5,297,13960.2,3.9,11,1001.44
Coimbatore,2620005.2,7020.9,857,24667.3,7.9,6,1765.87
Coimbatore,7383189.8,3122.2,924,7430.2,9.5,1,4794.2
Erode,6310047.0,4119.3,1139,11419.5,5.0,1,6287.44
Salem,5417220.6,3741.0,1000,40279.5,3.4,14,403.07
Chennai,4387429.4,7034.7,263,14371.9,7.6,6,1762.73
Coimbatore,6984060.1,7593.6,1116,28274.0,6.6,11,1042.6
Salem,2569462.2,13593.4,318,40133.8,4.4,11,1850.65
Coimbatore,1226140.5,7245.6,1199,30061.9,5.1,4,2736.53
Coimbatore,2935290.0,14725.4,1024,35543.6,7.9,10,2214.72
Tiruppur,7416674.9,8970.0,1132,23583.2,6.4,3,4514.54
Chennai,4148037.8,7673.0,890,40124.5,3.4,5,2306.01
Chennai,3991292.5,4123.3,587,29345.4,8.9,6,1036.01
Tiruppur,7504905.6,2917.0,906,20860.3,7.8,4,1112.95
Coimbatore,7576648.6,13557.5,1066,13490.0,5.6,6,3405.9
Tiruppur,5087417.6,8573.1,844,6350.0,1.1,9,1437.24
Erode,1486739.8,4673.7,92,25494.8,6.1,8,873.77
Coimbatore,4711882.7,1282.5,143,14241.6,9.0,12,161.75
Salem,1571180.8,10499.0,801,30461.8,4.9,8,1973.11
Salem,4489497.3,4410.8,1017,4408.1,5.3,10,672.77
Tiruppur,6593102.4,12830.3,766,13407.3,9.1,10,1932.71
Chennai,4642535.1,947.5,642,44269.9,9.3,9,158.84
Chennai,2943346.6,12291.6,217,2017.3,8.3,6,3080.66
Erode,1936172.1,5916.3,993,21162.5,9.1,10,896.31
Salem,1424629.5,2382.3,957,20497.6,8.9,14,261.37
Erode,1209172.6,11424.1,258,30338.5,1.5,13,1315.87
Chennai,7107530.6,8006.9,588,25429.9,3.6,8,1503.85
Tiruppur,3057651.3,14435.6,921,6563.6,5.4,10,2175.14
Coimbatore,7218446.5,9867.2,432,43547.7,8.2,1,14785.61
Salem,2696939.0,5728.4,863,5095.2,3.3,11,789.12
Tiruppur,4100138.8,6155.4,65,20999.5,7.9,11,838.67
Salem,998040.2,14842.4,393,28093.5,2.1,8,2781.74
Tiruppur,2344998.1,8074.9,620,19314.9,2.9,3,4048.58
Chennai,6071234.6,9991.5,31,26660.1,2.9,9,1660.82
Chennai,7566390.9,7873.7,577,44689.2,8.1,4,2951.76
Chennai,1962910.4,14416.4,131,23890.5,8.5,7,3088.51
Tiruppur,4344321.6,4163.1,136,32385.6,9.5,5,1245.31
Tiruppur,601379.5,2600.1,941,5267.7,7.1,1,4008.64
Erode,5875389.4,10648.7,82,32293.2,5.1,4,3983.6
Chennai,6872001.3,7306.0,480,24130.8,2.0,11,996.87
Coimbatore,4393722.8,4611.3,657,27979.5,2.1,7,990.56
Chennai,3220753.5,3914.6,26,5836.6,4.9,8,734.99
Coimbatore,6810047.9,8780.5,261,15993.0,1.9,11,1197.4
Tiruppur,3114518.5,10882.6,707,36841.1,5.8,12,1361.78
Erode,962059.9,2605.0,142,2790.4,7.2,9,437.92
Coimbatore,5194879.4,2428.1,585,19394.3,4.3,4,919.19
Chennai,5522084.4,14565.9,676,5849.4,4.9,13,1686.3
Salem,4371011.0,4711.6,71,25366.5,3.7,13,541.3
Tiruppur,1144327.9,10769.0,251,21085.8,2.7,12,1345.48
Erode,1613623.9,8403.7,610,6326.7,3.8,10,1266.71
Coimbatore,2120945.0,2914.4,205,11046.0,1.2,3,1458.08
Chennai,2080300.0,3567.5,1143,7478.5,6.8,4,1368.56
Tiruppur,1506518.2,9742.4,195,32441.8,6.0,7,2084.18
Salem,5381209.6,1920.9,232,40382.3,5.1,6,473.61
Chennai,7035001.9,14983.8,470,19402.4,3.0,3,7498.16
Tiruppur,6841634.0,9242.2,910,17836.7,4.4,13,1071.84
Tiruppur,6758218.4,12528.5,816,16454.9,3.8,9,2094.96
Tiruppur,4228754.6,10077.7,93,25399.9,1.1,11,1370.81
Coimbatore,906588.1,10937.1,486,23341.9,4.6,1,16423.74
Coimbatore,3656724.0,14429.0,86,40001.8,9.4,6,3600.83
Erode,3026357.8,8628.3,331,27954.2,5.5,1,12939.06
Salem,7645046.5,6191.9,151,37814.4,2.1,5,1846.96
Coimbatore,2189299.3,10285.6,1082,16058.5,6.5,1,15527.11
Salem,2182768.8,7509.0,1130,22997.3,4.0,10,1134.46
Salem,6112706.3,11802.1,1158,33009.8,6.9,8,2222.15
Coimbatore,3161342.9,9267.7,500,13783.8,8.6,2,6977.09
Erode,1394537.5,3523.8,222,21614.8,5.4,5,1056.74
Salem,6700568.2,12495.4,492,39620.6,7.9,4,4685.2
Coimbatore,6113047.6,14427.8,548,35519.9,3.3,14,1545.49
Salem,5779525.0,14196.0,1197,23525.0,8.7,1,21397.05
Erode,3871991.8,2991.8,192,12020.9,6.2,8,563.05
Chennai,5231382.8,5373.9,1074,23513.1,9.0,8,1019.1
Tiruppur,6654811.7,757.9,1062,42910.0,6.6,1,1180.36
Coimbatore,2735295.0,6299.0,599,26974.3,7.4,11,861.86
Salem,6007040.2,5692.4,28,7166.8,5.8,9,949.71
Erode,3630862.1,11014.0,1166,28159.1,5.0,9,1844.32
Erode,5936845.6,13442.5,869,40138.5,8.3,8,2524.92
Chennai,2234856.4,11075.8,699,9569.7,8.1,1,16692.72
Coimbatore,6804744.8,12745.1,514,16467.4,2.9,11,1740.57
Erode,1841308.0,13548.4,569,22333.8,1.4,13,1564.58
Salem,6083144.4,14574.1,364,10148.1,7.1,12,1825.17
Tiruppur,5971377.0,5339.9,412,20938.7,9.1,7,1148.71
Chennai,4164536.9,9127.7,245,40113.9,8.5,3,4555.23
Coimbatore,5174858.3,1033.7,1181,21351.0,4.0,2,819.99
Erode,1735383.1,10399.3,905,10606.6,3.9,2,7840.92
Coimbatore,1605897.6,1284.0,1102,36741.3,2.7,5,394.45
Erode,5909654.5,2515.1,273,3649.5,6.6,5,763.15
Erode,4252687.7,5491.2,108,3352.2,7.5,10,826.73
Erode,3067505.6,11592.6,1024,15857.2,9.8,2,8746.91
Salem,4834078.1,11289.9,1120,13476.7,9.4,3,5684.21
Salem,5111772.6,7339.9,561,35027.8,7.7,1,11022.89
Salem,2796794.3,12600.1,349,33749.1,2.3,3,6291.81
Salem,4867966.3,2077.3,766,19820.5,7.2,4,794.53
Tiruppur,2579438.1,14950.9,504,3442.5,6.0,8,2811.38
Salem,6468400.5,5235.2,919,22619.3,1.1,9,878.16
Erode,2950167.7,6670.1,841,27020.2,1.5,7,1434.36
Chennai,5714438.0,2303.7,1167,42025.8,1.0,6,581.97
Erode,7462518.3,1010.8,714,20256.6,9.4,11,143.64
Salem,4455923.5,2288.7,1180,36836.0,1.8,6,580.6
Erode,7359623.4,3288.0,559,26932.9,2.5,12,411.89
Erode,1501016.6,12126.7,198,21925.8,6.4,9,2020.93
Salem,6062283.6,4679.1,980,7530.8,5.0,4,1779.77
Tiruppur,7169890.7,7887.1,189,34180.1,3.4,13,907.15
Coimbatore,7188651.6,3107.3,546,5480.8,6.2,11,429.67
Salem,7000185.1,14742.2,453,14149.3,4.4,9,2460.63
Erode,5892671.2,7657.6,560,38890.4,3.7,5,2295.49
Coimbatore,2223547.6,11292.8,1144,36542.1,9.1,13,1308.64
Coimbatore,3916262.7,656.2,300,29453.6,3.6,7,138.28
Chennai,6893228.1,7604.4,552,27001.3,5.9,12,952.38
Tiruppur,3716655.7,9853.5,758,8316.4,8.7,9,1652.21
Salem,1899338.7,4186.5,43,21516.4,7.0,12,522.14
Erode,1302434.5,10848.0,817,23777.6,8.6,10,1633.63
Tiruppur,3614103.2,9303.4,244,21758.6,4.3,11,1268.26
Salem,5182795.2,9868.7,1150,29134.5,9.6,2,7446.64
Coimbatore,4675492.3,12850.2,95,42596.1,4.0,9,2134.85
Salem,1212924.0,3166.9,1157,36985.5,1.3,5,959.35
Tiruppur,2056020.8,13606.6,339,18472.0,8.8,14,1459.84
Chennai,3796308.4,1195.2,917,31250.2,8.6,3,617.33
Coimbatore,1388462.8,401.9,1009,29767.6,3.3,12,54.63
Chennai,4217404.4,6432.6,864,30442.3,8.9,7,1386.52
Coimbatore,2674105.1,414.8,447,19297.8,4.4,12,53.64
Coimbatore,3725415.1,14769.7,154,27787.3,8.0,7,3163.2
Tiruppur,2965807.2,9240.7,994,25374.6,6.9,4,3483.46
Salem,3414742.2,6356.6,1069,21660.9,5.9,12,801.61
Chennai,1284954.8,12375.2,419,18503.0,9.5,5,3720.19
Tiruppur,4276775.6,12064.3,521,22769.5,9.1,6,3022.46
Tiruppur,3493320.1,6348.5,1021,15955.8,8.0,7,1374.44
Erode,4089836.5,861.0,619,14569.0,8.3,12,112.77
Chennai,5518877.4,11040.1,666,2100.9,3.2,13,1279.52
Coimbatore,1409486.7,1883.7,415,43793.9,1.3,7,397.73
Chennai,2855823.6,9575.3,901,39130.1,8.0,1,14402.58
Salem,6663510.9,11584.9,1039,16499.7,3.4,7,2494.29
Chennai,4323178.0,8861.9,985,40220.2,1.4,10,1331.59
Tiruppur,2071509.7,2347.6,704,28872.6,7.6,7,508.64
Chennai,2591539.4,14263.1,922,5396.2,7.2,6,3583.57
Chennai,6698402.4,13723.7,114,37757.7,2.4,10,2052.97
Salem,2861999.2,2108.9,855,40609.6,2.2,7,453.59
Erode,5662480.7,9141.1,1006,5628.7,3.3,3,4604.24
Chennai,769195.6,13739.9,580,41634.2,7.8,10,2061.19
Erode,5818855.3,3165.0,240,34412.6,5.0,4,1180.08
Coimbatore,2923033.0,12616.8,80,36064.2,8.5,9,2098.99
Erode,2555088.4,4859.6,213,13745.9,2.9,4,1823.35
Tiruppur,5789799.8,11084.5,240,44615.4,1.9,7,2366.88
Salem,6174039.4,4009.0,1131,30982.3,1.5,14,433.57
Salem,6822777.1,6102.6,1033,19266.3,3.7,6,1538.6
Coimbatore,5922075.7,3251.7,810,38197.8,8.2,13,377.76
Tiruppur,2225633.7,6210.0,888,2458.9,8.0,7,1346.7
Chennai,3151081.1,9704.7,492,36158.5,1.9,2,7270.28
Coimbatore,4501088.6,980.8,468,13535.9,1.4,3,498.57
Salem,6080950.1,12125.7,626,3340.5,8.8,11,1661.4
Tiruppur,1345976.9,10647.1,1055,30056.8,8.0,3,5347.95
Salem,5320802.5,5051.0,535,42792.1,2.5,5,1510.66
Tiruppur,573851.2,3723.7,547,21312.3,6.1,2,2809.52
Chennai,3611351.4,11044.3,338,37830.7,3.2,2,8267.99
Salem,4888960.9,5672.1,1136,42912.0,4.3,12,712.57
Tiruppur,6041010.4,13415.9,116,19878.3,8.7,4,5031.49
Erode,3824902.4,8870.8,429,24889.1,9.1,4,3332.82
Coimbatore,1932889.0,6723.2,839,37097.8,9.9,14,723.51
Tiruppur,855617.3,12057.3,474,43378.9,4.9,4,4515.91
Coimbatore,5199939.8,10334.6,1037,15124.2,9.8,1,15609.59
Salem,2603474.2,11020.3,1039,37552.7,6.4,2,8290.76
Erode,5593687.6,14777.3,343,14181.8,1.0,13,1705.8
Chennai,7502115.3,13036.8,412,26386.5,6.1,14,1397.49
Erode,6429522.2,2176.4,462,19038.6,9.7,6,551.11
Chennai,2659096.3,1980.0,326,3556.9,6.0,5,603.27
Coimbatore,1358286.2,4720.4,850,17734.5,3.2,2,3570.62
Erode,1975690.8,13455.7,710,9793.8,7.4,4,5065.21
Chennai,5584211.9,8666.4,38,7446.2,4.8,9,1445.03
Tiruppur,3322338.6,5575.2,714,36645.3,2.0,13,643.68
Chennai,5145111.9,9832.8,301,22914.8,3.7,12,1228.87
Tiruppur,2661141.0,3692.9,582,7767.1,1.5,7,798.19
Tiruppur,513590.3,3512.5,843,44612.4,5.7,1,5283.83
Erode,3011137.6,5088.6,857,18984.6,4.0,14,549.62
Coimbatore,3333476.2,4886.9,747,27043.2,7.2,11,670.56
Chennai,3555539.5,14066.8,221,30555.2,3.3,1,21072.8
Tiruppur,2790601.2,2533.4,743,44182.4,9.3,13,293.75
Salem,5987032.6,5631.6,301,26201.7,3.8,12,703.2
Erode,6000513.9,13094.9,565,6197.6,9.1,1,19718.23
Coimbatore,4634880.4,5521.2,105,20205.6,1.0,8,1031.95
Erode,4450694.7,4998.9,275,6167.4,5.9,11,684.94
Erode,1263159.0,927.5,612,16107.0,6.9,2,722.24
Erode,3899462.6,10328.1,918,11293.8,6.3,3,5194.47
Salem,6431372.6,12084.5,909,28777.9,4.7,10,1817.66
Tiruppur,7857721.2,9282.9,1171,11037.6,5.5,11,1276.23
Coimbatore,7261292.1,714.2,230,2599.8,6.9,4,278.31
Erode,5086211.4,10501.3,1072,27324.2,5.7,10,1582.43
Chennai,752372.9,2288.4,372,9709.7,3.0,7,494.43
Chennai,2970335.5,8899.4,158,7485.4,9.1,10,1338.18
Erode,7231464.7,6818.0,695,5049.4,2.7,13,791.99
Salem,6810798.2,9341.9,699,32025.7,2.9,13,1079.13
Coimbatore,2442763.6,10688.4,1048,3734.2,2.8,6,2689.97
Chennai,3033110.0,6393.1,726,28507.8,9.9,10,963.97
Erode,6951899.6,14197.6,330,5382.5,2.5,11,1938.87
Salem,1481984.4,10504.1,91,25372.2,7.4,5,3148.08
Chennai,5543918.0,10623.0,59,21977.1,7.7,6,2653.91
Erode,6523067.3,6590.7,720,21885.6,9.5,11,904.31
Tiruppur,3969644.5,11819.1,638,9035.8,2.1,7,2540.25
Coimbatore,7760543.8,11344.2,578,33442.5,8.8,2,8519.09
Salem,3772260.7,14442.1,1159,38654.9,5.9,12,1810.21
Chennai,2614471.6,8056.7,590,8817.1,8.3,9,1350.62
Salem,577592.0,9467.4,919,34835.3,5.0,12,1186.74
Tiruppur,5137597.3,1873.9,327,31637.5,6.5,2,1401.44
Chennai,4016142.2,4547.7,670,11754.0,6.2,8,860.83
Chennai,4361956.3,2726.0,390,4867.3,8.5,12,345.66
Salem,5773204.3,4514.0,198,43118.6,7.9,8,841.52
Chennai,6096907.6,2798.9,1155,32276.5,6.3,11,388.3
Erode,6937800.3,14361.2,457,42056.0,6.2,10,2152.52
Erode,2069658.2,255.1,584,4858.3,1.0,11,39.53
Tiruppur,3080566.2,14957.6,566,21443.9,2.2,4,5614.44
Salem,2886406.1,2656.6,956,8444.1,6.1,14,291.8
Salem,2210463.6,370.6,654,35682.6,3.4,11,51.08
Erode,511845.7,13098.3,30,3989.1,3.4,8,2456.8
Salem,2350605.7,6861.4,659,33291.4,7.0,14,736.86
Chennai,2051278.3,9879.5,812,13182.7,6.3,1,14896.16
Tiruppur,6392499.5,10168.0,875,29357.4,7.6,13,1177.49
Tiruppur,7339043.6,11136.4,438,38265.1,2.8,13,1283.21
Erode,7261143.9,4201.7,522,29465.2,9.6,5,1265.86
Chennai,5085177.6,14468.0,330,11465.6,3.5,12,1810.37
Salem,1783268.6,13124.2,749,24470.6,8.0,7,2820.05
Erode,522656.5,3869.4,43,42081.8,7.5,12,479.2
Erode,1186122.2,7805.4,397,9792.4,8.3,8,1469.65
Tiruppur,4014887.3,14091.0,174,14364.7,4.0,8,2642.39
Erode,1544725.2,529.6,278,20253.2,3.8,6,132.5
Coimbatore,5488401.3,10424.6,944,7003.0,4.2,8,1966.52
Erode,7421975.6,13284.3,670,32641.9,7.2,5,3990.67
Salem,2391518.0,14347.6,869,13330.8,4.2,13,1661.26
Chennai,4168505.2,11948.9,568,20335.5,5.8,8,2244.98
Tiruppur,4474214.7,5996.8,168,29311.8,9.2,5,1797.11
Chennai,4677856.9,11852.8,573,15927.5,2.2,4,4453.1
Erode,4030717.9,13196.1,935,30990.3,8.2,11,1804.96
Salem,4352250.4,12085.1,961,38365.5,2.0,13,1396.47
Erode,3181022.3,1175.2,290,19441.6,7.1,10,177.79
Salem,6290238.4,12457.5,328,20033.7,9.7,9,2079.22
Salem,4139605.4,8222.1,216,15527.0,2.8,12,1027.8
Tiruppur,3408232.5,4445.6,533,14070.5,10.0,6,1121.43
Chennai,2966013.5,9958.1,231,11279.6,2.4,3,4982.04
Tiruppur,1294367.7,476.0,82,7929.5,8.0,9,81.58
Erode,4534396.4,4783.3,633,19324.3,9.2,11,657.42
Erode,4571310.3,8038.7,1108,30181.5,4.8,10,1212.52
Coimbatore,7095477.4,7418.2,418,5419.3,5.4,10,1117.72
Salem,3272323.4,5073.7,660,26580.4,9.1,14,546.81
Salem,6192710.4,7769.9,705,8927.3,10.0,11,1067.49
Salem,4269107.1,12756.6,583,37866.8,8.2,9,2127.35
Salem,2447079.7,6571.3,265,30991.4,3.0,1,9831.95
Erode,2668948.6,12172.9,726,42722.7,5.5,11,1660.53
Coimbatore,6703686.1,6490.0,1144,25504.9,6.0,1,9819.38
Coimbatore,2795007.3,13922.7,1044,32900.0,2.9,11,1902.98
Salem,3595687.4,3571.1,1121,6820.2,5.0,4,1368.13
Salem,2026516.4,2505.1,1152,22860.7,9.8,3,1287.11
Chennai,7241115.3,13980.6,541,2562.3,2.5,7,3004.11
Coimbatore,6580478.5,14218.1,194,23398.9,2.9,7,3044.29
Coimbatore,4954554.7,2396.3,166,8184.9,1.1,13,276.81
Chennai,1821458.0,9172.0,969,31522.7,4.7,6,2301.41
Erode,5046516.9,7951.6,315,36000.2,1.1,12,990.9
Coimbatore,544430.5,5767.8,474,27347.2,5.2,3,2887.57
Tiruppur,7459254.7,12460.0,1043,35729.5,6.8,12,1562.23
Erode,7294802.5,12980.5,105,4915.2,7.5,2,9748.85
Salem,2671234.0,10029.1,136,33937.0,8.6,7,2145.64
Tiruppur,737150.3,4025.8,868,31357.3,7.3,12,507.36
Tiruppur,7569520.3,12516.4,838,19363.9,2.9,8,2353.75
Coimbatore,2630781.1,2806.1,219,36675.3,5.6,4,1044.33
Tiruppur,7865580.3,5988.2,908,7193.5,4.8,12,756.3
Chennai,3640692.4,6591.3,1158,3323.3,6.6,4,2504.76
Chennai,4105425.9,13987.2,870,28217.5,2.8,6,3503.5
Tiruppur,1801791.1,14376.0,651,33803.1,4.8,7,3082.58
Erode,6545087.8,3947.5,941,27386.4,1.6,5,1193.25
Erode,2457715.0,8163.4,1090,12953.0,3.4,6,2056.66
Salem,4514395.5,10631.0,1187,43868.8,3.1,8,1998.52
Salem,3134328.7,12217.3,135,15281.0,6.9,3,6111.06
Erode,1377838.0,2936.9,883,16685.6,9.7,6,749.03
Coimbatore,5874739.5,6671.8,651,7889.6,5.6,1,10076.44
Coimbatore,4074653.4,11501.5,634,44656.7,7.2,8,2156.43
Salem,3611357.0,11564.3,1077,7285.2,2.8,7,2492.79
Chennai,773902.8,9380.3,1032,34655.4,3.8,3,4705.9
Erode,5204878.1,4662.0,235,5111.0,8.9,10,703.75
Chennai,3390658.2,8106.9,915,4646.9,6.9,6,2044.44
Coimbatore,7576739.1,819.8,392,36325.7,8.1,9,136.05
Salem,2742108.0,8485.4,144,39680.6,1.2,2,6333.62
Erode,7498349.2,9926.5,140,30062.4,1.6,1,14849.09
Erode,717475.6,10409.4,65,44766.0,4.8,12,1295.64
Tiruppur,3906708.7,3733.7,813,39023.4,6.5,14,401.91
Chennai,5714222.4,6386.4,22,21437.9,7.2,2,4782.1
Chennai,5872658.6,3519.0,1157,2187.5,9.3,11,492.95
Chennai,1211631.7,5128.5,626,9291.2,8.4,13,597.39
Coimbatore,7537712.0,13729.5,35,17317.1,1.1,6,3427.81
Salem,3716292.6,6110.0,339,13716.1,8.5,8,1150.15
Salem,572752.7,2272.7,865,42516.0,5.7,12,285.88
Tiruppur,1685949.3,5210.2,390,24853.9,8.8,13,602.73
Salem,4652961.7,14798.9,459,39515.9,2.9,8,2771.94
Tiruppur,4355605.2,12471.9,32,26546.7,5.7,11,1698.0
Erode,5397445.5,7633.7,958,27556.3,6.3,6,1918.9
Tiruppur,1425976.8,14704.8,1184,11779.1,2.5,6,3693.48
Coimbatore,5326640.9,1502.5,539,18738.5,3.8,4,570.88
Salem,1359089.7,4852.9,362,15048.5,8.8,6,1219.36
Erode,7481057.5,3837.1,103,13956.1,4.6,7,822.01
Coimbatore,4736143.7,5220.2,617,38613.8,6.5,7,1119.64
Salem,1940252.4,9647.5,269,43026.0,8.0,1,14439.95
Erode,4487005.6,2964.4,169,4870.3,2.0,13,343.14
Tiruppur,3454833.7,4126.6,511,16136.1,7.5,7,890.71
Salem,2468058.7,11443.9,395,29410.2,6.0,12,1430.62
Salem,5764604.0,12568.7,837,24041.1,5.1,13,1454.35
Chennai,5598581.7,8469.2,803,6153.3,9.6,13,985.02
Tiruppur,3304459.0,8529.6,479,33171.1,4.9,2,6396.62
Tiruppur,4490995.5,6154.2,988,23419.6,6.2,6,1550.83
Tiruppur,1129234.7,973.7,288,5874.9,7.9,6,250.89
Tiruppur,4989778.8,4529.6,669,13720.0,8.8,7,980.69
Salem,2791823.4,7861.1,76,23828.4,8.3,14,841.46
Erode,811244.8,4366.3,429,17647.7,8.5,4,1646.72
Coimbatore,5896688.1,1790.3,1124,32204.0,6.7,1,2756.93
Erode,7820529.4,4001.1,191,30543.3,5.4,5,1195.72
