transaction_id,buyer,seller,material,quantity,price,timestamp,distance,trust_score,payment_delay,duplicate_contract,fraud_label
TX-100673,Kovai Paper Mills,Salem Steel,battery,3959.49,139.89,2026-04-02T14:11:50.270400,238.3,7.9,16,False,0
TX-100674,Kovai Paper Mills,Chennai Polymers,textile,5964.16,10.35,2026-06-07T14:11:50.270507,281.6,5.3,7,False,0
TX-100675,Electro-Recycle,Salem Steel,textile,7549.56,13.29,2026-07-11T14:11:50.270595,276.6,8.9,26,False,0
TX-100676,Tiruppur Textiles,Salem Scrap Yard,textile,6879.83,11.71,2026-04-19T14:11:50.270715,211.5,8.7,20,False,0
TX-100677,EcoFibre Ltd,Coimbatore E-Hub,battery,1861.78,122.63,2026-05-16T14:11:50.270808,186.5,6.1,2,False,0
TX-100678,Electro-Recycle,Salem Steel,battery,5214.0,144.93,2026-05-28T14:11:50.270888,442.2,9.4,6,False,0
TX-100679,Electro-Recycle,Salem Steel,metal,607.48,91.28,2026-05-31T14:11:50.270969,268.7,8.9,9,False,0
TX-100680,EcoFibre Ltd,Chennai Polymers,metal,2273.84,106.75,2026-04-11T14:11:50.271044,155.5,9.4,3,False,0
TX-100681,EcoFibre Ltd,Chennai Polymers,textile,5331.63,11.81,2026-07-15T14:11:50.271118,323.3,5.6,8,False,0
TX-100682,Electro-Recycle,Salem Scrap Yard,plastic,194.15,20.86,2026-06-06T14:11:50.271192,437.9,9.8,11,False,0
TX-100683,Electro-Recycle,Salem Steel,metal,2032.77,92.83,2026-04-24T14:11:50.271281,192.5,8.9,11,False,0
TX-100684,Tiruppur Textiles,Coimbatore E-Hub,textile,2108.65,11.72,2026-04-28T14:11:50.271387,325.7,7.0,14,False,0
TX-100685,Kovai Paper Mills,Chennai Polymers,metal,6049.64,100.64,2026-05-05T14:11:50.271485,328.7,9.1,13,False,0
TX-100686,Electro-Recycle,Coimbatore E-Hub,plastic,6738.75,22.54,2026-05-01T14:11:50.271624,150.4,6.1,27,False,0
TX-100687,Tiruppur Textiles,Coimbatore E-Hub,plastic,5042.63,20.58,2026-06-18T14:11:50.271728,263.4,8.4,5,False,0
TX-100688,Kovai Paper Mills,Chennai Polymers,battery,5581.52,154.77,2026-06-06T14:11:50.271840,280.8,4.5,10,False,0
TX-100689,Tiruppur Textiles,Coimbatore E-Hub,textile,2646.37,11.05,2026-05-15T14:11:50.271928,350.7,4.4,18,False,0
TX-100690,EcoFibre Ltd,Chennai Polymers,paper,6821.74,10.9,2026-04-16T14:11:50.272013,144.8,9.7,20,True,1
TX-100691,Electro-Recycle,Coimbatore E-Hub,battery,1820.06,120.84,2026-05-17T14:11:50.272108,281.4,4.3,13,False,0
TX-100692,Electro-Recycle,Salem Scrap Yard,paper,1856.03,10.66,2026-07-19T14:11:50.272209,117.8,9.3,15,False,0
TX-100693,Tiruppur Textiles,Coimbatore E-Hub,metal,2544.75,92.35,2026-04-23T14:11:50.272323,204.3,6.4,10,False,0
TX-100694,Electro-Recycle,Chennai Polymers,metal,538.02,98.41,2026-05-12T14:11:50.272413,120.2,9.2,1,False,0
TX-100695,EcoFibre Ltd,Chennai Polymers,paper,4410.78,11.25,2026-06-04T14:11:50.272488,309.4,5.1,13,False,0
TX-100696,Electro-Recycle,Salem Scrap Yard,paper,1236.56,9.82,2026-04-12T14:11:50.272563,359.0,4.8,22,False,0
TX-100697,Kovai Paper Mills,Chennai Polymers,textile,4405.36,10.9,2026-06-19T14:11:50.272664,43.6,5.4,18,False,0
TX-100698,EcoFibre Ltd,Salem Steel,metal,5449.28,110.34,2026-05-31T14:11:50.272753,123.4,4.2,21,False,0
TX-100699,Electro-Recycle,Coimbatore E-Hub,plastic,3455.79,22.93,2026-06-01T14:11:50.272834,157.1,5.1,16,False,0
TX-100700,Tiruppur Textiles,Coimbatore E-Hub,metal,5524.76,107.42,2026-07-26T14:11:50.272947,52.6,8.6,5,False,0
TX-100701,Kovai Paper Mills,Chennai Polymers,paper,2551.93,9.36,2026-05-22T14:11:50.273055,344.1,9.5,10,False,0
TX-100702,Tiruppur Textiles,Salem Steel,plastic,5030.5,22.12,2026-07-15T14:11:50.273157,125.8,4.0,18,False,0
TX-100703,EcoFibre Ltd,Salem Scrap Yard,metal,322.16,99.27,2026-04-18T14:11:50.273277,172.0,7.7,25,False,0
TX-100704,Kovai Paper Mills,Coimbatore E-Hub,battery,3301.06,127.45,2026-05-02T14:11:50.273381,12.5,9.4,20,False,0
TX-100705,Tiruppur Textiles,Salem Steel,textile,2194.85,12.26,2026-04-23T14:11:50.273477,300.0,9.7,5,False,0
TX-100706,Kovai Paper Mills,Chennai Polymers,textile,7821.76,11.28,2026-07-21T14:11:50.273604,125.9,8.8,25,False,0
TX-100707,EcoFibre Ltd,Salem Steel,battery,5074.5,135.81,2026-05-04T14:11:50.273752,190.2,5.0,12,False,0
TX-100708,Tiruppur Textiles,Salem Steel,textile,1234.61,13.52,2026-06-02T14:11:50.273849,355.0,5.4,13,False,0
TX-100709,EcoFibre Ltd,Salem Scrap Yard,metal,5881.79,108.77,2026-05-21T14:11:50.273958,82.4,6.1,5,False,0
TX-100710,EcoFibre Ltd,Coimbatore E-Hub,battery,7970.17,158.84,2026-05-15T14:11:50.274043,197.3,8.7,26,False,0
TX-100711,Tiruppur Textiles,Salem Scrap Yard,metal,2065.5,98.92,2026-06-14T14:11:50.274143,410.0,4.9,4,False,0
TX-100712,Kovai Paper Mills,Salem Steel,textile,1968.15,12.82,2026-04-06T14:11:50.274252,147.4,7.0,25,True,1
TX-100713,Kovai Paper Mills,Salem Scrap Yard,plastic,5348.28,18.32,2026-06-20T14:11:50.274370,157.8,4.1,19,False,0
TX-100714,Kovai Paper Mills,Salem Steel,battery,3697.62,136.65,2026-04-24T14:11:50.274494,193.1,8.2,19,False,0
TX-100715,Electro-Recycle,Salem Scrap Yard,metal,1505.28,100.09,2026-07-04T14:11:50.274619,161.5,6.6,21,False,0
TX-100716,Tiruppur Textiles,Salem Steel,textile,330.44,11.22,2026-06-21T14:11:50.274732,317.0,4.3,26,False,0
TX-100717,Tiruppur Textiles,Salem Steel,plastic,1132.31,20.12,2026-05-03T14:11:50.274848,134.5,9.1,18,False,0
TX-100718,EcoFibre Ltd,Coimbatore E-Hub,plastic,3989.7,19.68,2026-07-04T14:11:50.274983,114.4,9.4,22,False,0
TX-100719,Electro-Recycle,Salem Scrap Yard,battery,5132.98,120.76,2026-07-17T14:11:50.275493,404.9,6.7,8,False,0
TX-100720,Tiruppur Textiles,Chennai Polymers,metal,6246.08,94.34,2026-06-25T14:11:50.276376,185.8,9.5,19,False,0
TX-100721,EcoFibre Ltd,Coimbatore E-Hub,metal,7878.15,95.29,2026-05-09T14:11:50.276845,301.6,5.7,17,False,0
TX-100722,Electro-Recycle,Chennai Polymers,paper,7701.48,10.47,2026-07-28T14:11:50.277152,7.2,6.4,12,False,0
TX-100723,Tiruppur Textiles,Chennai Polymers,battery,4313.14,139.72,2026-07-15T14:11:50.277398,448.2,8.7,3,False,0
TX-100724,Kovai Paper Mills,Coimbatore E-Hub,metal,7408.01,92.0,2026-06-22T14:11:50.277657,317.6,5.8,24,False,0
TX-100725,Electro-Recycle,Coimbatore E-Hub,metal,7844.06,97.3,2026-05-24T14:11:50.277931,294.3,8.4,16,False,0
TX-100726,EcoFibre Ltd,Salem Steel,metal,3012.93,106.66,2026-06-16T14:11:50.278033,183.2,9.6,6,False,0
TX-100727,Kovai Paper Mills,Salem Scrap Yard,textile,5411.55,12.69,2026-05-15T14:11:50.278108,311.7,6.0,3,False,0
TX-100728,EcoFibre Ltd,Salem Scrap Yard,textile,2384.29,12.15,2026-07-19T14:11:50.278204,261.2,1.2,5,False,1
TX-100729,Electro-Recycle,Chennai Polymers,metal,5640.77,88.22,2026-07-25T14:11:50.278278,11.4,4.3,5,False,0
TX-100730,Kovai Paper Mills,Chennai Polymers,textile,3730.55,11.05,2026-05-24T14:11:50.278365,309.6,7.0,26,False,0
TX-100731,Tiruppur Textiles,Chennai Polymers,battery,6893.53,671.43,2026-07-25T14:11:50.278465,99.8,7.6,25,False,1
TX-100732,EcoFibre Ltd,Salem Steel,textile,347.61,12.35,2026-05-19T14:11:50.278555,420.8,5.2,8,False,0
TX-100733,Kovai Paper Mills,Salem Steel,paper,4415.36,9.1,2026-05-02T14:11:50.278648,44.8,6.5,13,False,0
TX-100734,EcoFibre Ltd,Salem Scrap Yard,paper,1118.33,9.47,2026-04-08T14:11:50.278743,282.3,6.1,18,False,0
TX-100735,Electro-Recycle,Chennai Polymers,plastic,6128.89,20.59,2026-05-31T14:11:50.278820,362.0,6.3,4,False,0
TX-100736,Electro-Recycle,Salem Scrap Yard,battery,1370.8,154.41,2026-07-07T14:11:50.278907,52.1,7.0,25,False,0
TX-100737,Tiruppur Textiles,Coimbatore E-Hub,plastic,2933.94,21.59,2026-05-14T14:11:50.279005,240.5,7.4,21,False,0
TX-100738,EcoFibre Ltd,Coimbatore E-Hub,plastic,6672.34,16.62,2026-04-20T14:11:50.279086,223.9,7.4,27,False,0
TX-100739,EcoFibre Ltd,Salem Scrap Yard,plastic,943.89,18.04,2026-05-30T14:11:50.279174,111.3,9.6,27,False,0
TX-100740,Tiruppur Textiles,Salem Steel,plastic,377.76,20.97,2026-06-17T14:11:50.279306,250.5,6.1,17,False,0
TX-100741,Kovai Paper Mills,Salem Scrap Yard,plastic,1557.04,16.1,2026-04-29T14:11:50.279409,226.4,5.6,25,False,0
TX-100742,Tiruppur Textiles,Chennai Polymers,battery,3965.31,154.02,2026-07-04T14:11:50.279481,425.7,9.4,15,False,0
TX-100743,Tiruppur Textiles,Salem Steel,metal,7007.74,90.39,2026-07-01T14:11:50.279546,161.9,8.3,24,False,0
TX-100744,EcoFibre Ltd,Salem Scrap Yard,plastic,4201.74,19.07,2026-06-28T14:11:50.279603,60.0,7.4,27,False,0
TX-100745,Kovai Paper Mills,Salem Steel,metal,7326.09,96.7,2026-04-15T14:11:50.279658,224.6,6.7,8,False,0
TX-100746,EcoFibre Ltd,Coimbatore E-Hub,textile,969.58,13.32,2026-07-15T14:11:50.279712,390.1,7.6,23,False,0
TX-100747,Electro-Recycle,Coimbatore E-Hub,textile,1685.63,11.54,2026-07-15T14:11:50.279773,396.7,5.2,12,False,0
TX-100748,Kovai Paper Mills,Salem Scrap Yard,metal,984.89,101.11,2026-04-20T14:11:50.279829,214.7,9.8,8,False,0
TX-100749,EcoFibre Ltd,Coimbatore E-Hub,metal,317.02,111.84,2026-05-15T14:11:50.279885,184.6,9.9,11,False,0
TX-100750,Electro-Recycle,Chennai Polymers,paper,5471.78,10.65,2026-04-13T14:11:50.279962,448.1,7.9,21,False,0
TX-100751,Kovai Paper Mills,Salem Steel,textile,7121.1,11.06,2026-06-02T14:11:50.280027,32.4,0.6,25,False,1
TX-100752,EcoFibre Ltd,Chennai Polymers,battery,2306.78,125.31,2026-04-12T14:11:50.280082,399.1,4.1,12,False,0
TX-100753,EcoFibre Ltd,Salem Steel,textile,1759.93,11.52,2026-06-28T14:11:50.280138,56.8,9.7,12,False,0
TX-100754,EcoFibre Ltd,Salem Steel,battery,809.59,134.5,2026-05-16T14:11:50.280189,49.9,5.2,8,False,0
TX-100755,EcoFibre Ltd,Salem Steel,plastic,7372.96,19.53,2026-07-07T14:11:50.280241,46.7,9.6,8,False,0
TX-100756,Tiruppur Textiles,Salem Steel,battery,5237.02,128.49,2026-06-07T14:11:50.280293,184.0,4.3,10,False,0
TX-100757,Kovai Paper Mills,Salem Scrap Yard,battery,7460.11,122.93,2026-06-13T14:11:50.280346,51.7,5.6,8,False,0
TX-100758,EcoFibre Ltd,Chennai Polymers,textile,6407.78,10.92,2026-04-19T14:11:50.280396,168.2,4.6,14,False,0
TX-100759,Kovai Paper Mills,Salem Steel,metal,2903.96,106.03,2026-04-26T14:11:50.280455,228.9,6.9,5,False,0
TX-100760,Electro-Recycle,Salem Steel,metal,6760.84,113.51,2026-04-15T14:11:50.280509,390.7,9.3,7,False,0
TX-100761,Electro-Recycle,Salem Steel,plastic,6079.72,22.59,2026-05-13T14:11:50.280576,275.0,5.0,10,False,0
TX-100762,Kovai Paper Mills,Chennai Polymers,battery,7145.8,126.33,2026-05-06T14:11:50.280634,56.4,6.3,19,False,0
TX-100763,Electro-Recycle,Coimbatore E-Hub,plastic,7074.3,112.13,2026-07-28T14:11:50.280695,215.5,7.1,5,False,1
TX-100764,Kovai Paper Mills,Salem Steel,battery,2793.49,156.77,2026-04-20T14:11:50.280747,206.5,8.9,12,False,0
TX-100765,EcoFibre Ltd,Salem Scrap Yard,plastic,6765.08,22.49,2026-07-29T14:11:50.280797,91.7,8.9,19,False,0
TX-100766,Electro-Recycle,Salem Scrap Yard,plastic,3611.08,18.29,2026-06-07T14:11:50.280847,139.8,8.4,18,True,1
TX-100767,EcoFibre Ltd,Salem Scrap Yard,metal,7061.88,100.73,2026-07-08T14:11:50.280897,160.8,4.5,24,False,0
TX-100768,Electro-Recycle,Salem Scrap Yard,battery,5086.39,143.29,2026-04-13T14:11:50.280948,229.2,4.1,2,False,0
TX-100769,Electro-Recycle,Chennai Polymers,plastic,4241.61,17.59,2026-04-08T14:11:50.281005,303.5,5.6,9,False,0
TX-100770,Tiruppur Textiles,Chennai Polymers,textile,2585.06,12.3,2026-06-14T14:11:50.281056,320.0,6.1,20,False,0
TX-100771,Kovai Paper Mills,Salem Steel,plastic,7610.88,18.88,2026-05-02T14:11:50.281113,186.9,6.8,25,False,0
TX-100772,Electro-Recycle,Salem Steel,paper,4118.78,10.81,2026-07-18T14:11:50.281164,79.9,5.1,4,False,0
TX-100773,Kovai Paper Mills,Coimbatore E-Hub,textile,5408.96,10.98,2026-07-08T14:11:50.281214,287.8,8.8,20,False,0
TX-100774,Tiruppur Textiles,Coimbatore E-Hub,plastic,2219.18,19.42,2026-06-05T14:11:50.281264,204.1,9.6,2,False,0
TX-100775,Electro-Recycle,Salem Scrap Yard,plastic,3779.23,22.98,2026-07-03T14:11:50.281313,111.9,6.8,18,False,0
TX-100776,Electro-Recycle,Coimbatore E-Hub,plastic,6658.6,17.53,2026-04-02T14:11:50.281363,421.3,9.4,27,False,0
TX-100777,Tiruppur Textiles,Chennai Polymers,textile,7746.13,13.51,2026-04-22T14:11:50.281412,401.0,7.5,11,False,0
TX-100778,Electro-Recycle,Coimbatore E-Hub,battery,7935.47,150.39,2026-04-11T14:11:50.281462,194.9,7.8,20,False,0
TX-100779,Tiruppur Textiles,Salem Steel,paper,2295.34,9.48,2026-04-08T14:11:50.281511,226.7,5.9,23,False,0
TX-100780,Kovai Paper Mills,Coimbatore E-Hub,textile,4706.23,12.13,2026-04-16T14:11:50.281561,237.6,4.1,6,False,0
TX-100781,Kovai Paper Mills,Salem Steel,paper,1721.24,10.3,2026-07-18T14:11:50.281611,89.3,4.7,7,False,0
TX-100782,Kovai Paper Mills,Chennai Polymers,metal,6398.96,105.53,2026-05-29T14:11:50.281664,66.1,6.0,24,False,0
TX-100783,Tiruppur Textiles,Salem Steel,plastic,2219.47,19.34,2026-05-15T14:11:50.281716,267.9,8.3,11,False,0
TX-100784,Tiruppur Textiles,Salem Scrap Yard,battery,5360.28,146.69,2026-07-10T14:11:50.281771,394.0,8.2,22,False,0
TX-100785,Electro-Recycle,Salem Steel,textile,4359.63,11.85,2026-06-26T14:11:50.281820,436.1,6.9,27,False,0
TX-100786,EcoFibre Ltd,Coimbatore E-Hub,metal,3499.71,106.27,2026-05-07T14:11:50.281870,90.1,7.6,3,False,0
TX-100787,EcoFibre Ltd,Chennai Polymers,paper,5559.74,9.72,2026-07-12T14:11:50.281930,398.0,9.6,3,False,0
TX-100788,Tiruppur Textiles,Salem Scrap Yard,battery,657.35,154.4,2026-04-20T14:11:50.281985,293.1,9.7,15,False,0
TX-100789,Tiruppur Textiles,Salem Scrap Yard,paper,1102.3,10.5,2026-06-13T14:11:50.282036,268.7,6.8,19,False,0
TX-100790,EcoFibre Ltd,Salem Scrap Yard,metal,3989.97,96.86,2026-07-29T14:11:50.282088,128.2,4.4,7,False,0
TX-100791,Tiruppur Textiles,Salem Scrap Yard,textile,1132.01,12.38,2026-04-27T14:11:50.282139,170.5,4.2,10,False,0
TX-100792,Electro-Recycle,Chennai Polymers,metal,6744.75,100.9,2026-04-15T14:11:50.282195,132.6,7.3,13,False,0
TX-100793,Tiruppur Textiles,Coimbatore E-Hub,plastic,6779.54,19.47,2026-04-18T14:11:50.282268,360.6,7.0,13,False,0
TX-100794,Electro-Recycle,Chennai Polymers,battery,5924.03,132.96,2026-07-11T14:11:50.282325,432.1,8.0,88,False,1
TX-100795,Electro-Recycle,Salem Steel,textile,6881.12,14.72,2026-05-20T14:11:50.282383,108.5,4.7,6,False,0
TX-100796,Tiruppur Textiles,Coimbatore E-Hub,battery,5387.59,138.57,2026-05-30T14:11:50.282459,275.1,5.1,17,False,0
TX-100797,Kovai Paper Mills,Salem Steel,plastic,780.32,21.98,2026-07-19T14:11:50.282544,253.8,7.0,18,False,0
TX-100798,Tiruppur Textiles,Chennai Polymers,textile,3921.34,10.77,2026-04-28T14:11:50.282615,16.5,5.7,17,False,0
TX-100799,Kovai Paper Mills,Chennai Polymers,metal,1997.2,91.24,2026-07-26T14:11:50.282665,149.0,5.1,23,False,0
TX-100800,Kovai Paper Mills,Salem Steel,paper,1021.84,8.72,2026-04-21T14:11:50.282714,337.6,7.2,1,False,0
TX-100801,Tiruppur Textiles,Chennai Polymers,paper,3072.21,11.26,2026-05-12T14:11:50.282763,416.9,7.0,19,False,0
TX-100802,EcoFibre Ltd,Salem Scrap Yard,metal,5386.32,91.98,2026-05-13T14:11:50.282813,26.9,5.1,27,False,0
TX-100803,Kovai Paper Mills,Coimbatore E-Hub,battery,6849.76,105.63,2026-06-16T14:11:50.282864,338.3,5.6,14,False,0
TX-100804,Tiruppur Textiles,Coimbatore E-Hub,plastic,3626.2,21.33,2026-04-14T14:11:50.282914,99.5,7.1,2,False,0
TX-100805,Kovai Paper Mills,Salem Steel,paper,7498.9,10.08,2026-06-23T14:11:50.282965,142.2,9.1,26,False,0
TX-100806,EcoFibre Ltd,Chennai Polymers,metal,5855.1,94.86,2026-05-21T14:11:50.283015,228.3,8.3,16,False,0
TX-100807,EcoFibre Ltd,Coimbatore E-Hub,metal,6160.65,88.01,2026-06-18T14:11:50.283065,437.8,5.7,6,False,0
TX-100808,EcoFibre Ltd,Coimbatore E-Hub,battery,6560.53,150.58,2026-06-05T14:11:50.283114,426.8,4.4,9,False,0
TX-100809,Tiruppur Textiles,Chennai Polymers,metal,3653.45,100.87,2026-05-28T14:11:50.283164,341.6,8.7,6,False,0
TX-100810,Electro-Recycle,Coimbatore E-Hub,textile,7198.92,12.37,2026-04-16T14:11:50.283215,387.2,4.5,18,False,0
TX-100811,Kovai Paper Mills,Salem Steel,paper,3401.95,10.66,2026-05-26T14:11:50.283276,116.8,5.9,10,False,0
TX-100812,EcoFibre Ltd,Salem Scrap Yard,plastic,6486.03,22.53,2026-05-09T14:11:50.283328,141.1,4.4,12,False,0
TX-100813,Tiruppur Textiles,Salem Steel,plastic,5206.28,19.04,2026-07-06T14:11:50.283385,393.6,4.2,23,False,0
TX-100814,Tiruppur Textiles,Salem Scrap Yard,metal,443.12,105.74,2026-06-06T14:11:50.283444,339.8,4.1,5,False,0
TX-100815,Electro-Recycle,Salem Steel,paper,5485.63,9.63,2026-06-13T14:11:50.283494,97.5,8.7,10,False,0
TX-100816,EcoFibre Ltd,Salem Steel,metal,5952.98,87.83,2026-06-08T14:11:50.283546,364.9,5.7,24,False,0
TX-100817,Electro-Recycle,Chennai Polymers,metal,6824.96,113.63,2026-06-20T14:11:50.283595,360.3,5.6,19,False,0
TX-100818,Tiruppur Textiles,Salem Scrap Yard,plastic,1933.42,21.72,2026-04-10T14:11:50.283644,386.4,6.4,19,False,0
TX-100819,Electro-Recycle,Salem Scrap Yard,textile,4771.28,12.66,2026-05-10T14:11:50.283694,399.6,9.2,22,False,0
TX-100820,Kovai Paper Mills,Salem Steel,textile,4442.51,11.9,2026-07-26T14:11:50.283744,6.8,4.1,10,False,0
TX-100821,Tiruppur Textiles,Salem Scrap Yard,textile,7555.82,13.38,2026-06-02T14:11:50.283793,6.7,5.4,2,False,0
TX-100822,Electro-Recycle,Chennai Polymers,paper,5150.43,10.45,2026-04-16T14:11:50.283847,397.6,6.6,49,False,1
TX-100823,EcoFibre Ltd,Salem Steel,plastic,4740.05,21.33,2026-04-02T14:11:50.283897,82.5,9.7,27,False,0
TX-100824,EcoFibre Ltd,Coimbatore E-Hub,plastic,2366.09,18.46,2026-06-02T14:11:50.283960,78.0,5.7,9,False,0
TX-100825,EcoFibre Ltd,Salem Scrap Yard,paper,4924.78,9.5,2026-05-29T14:11:50.284016,122.6,5.7,21,False,0
TX-100826,Kovai Paper Mills,Salem Steel,paper,3495.67,11.0,2026-07-29T14:11:50.284068,206.8,9.8,10,False,0
TX-100827,Electro-Recycle,Chennai Polymers,plastic,4831.18,18.2,2026-04-11T14:11:50.284122,127.1,6.4,23,False,0
TX-100828,Kovai Paper Mills,Chennai Polymers,metal,3341.31,91.89,2026-04-26T14:11:50.284171,52.4,8.1,15,False,0
TX-100829,Electro-Recycle,Salem Scrap Yard,textile,874.55,11.57,2026-04-25T14:11:50.284221,239.4,4.3,11,False,0
TX-100830,Electro-Recycle,Chennai Polymers,battery,6328.36,143.53,2026-06-12T14:11:50.284272,84.9,4.6,17,False,0
TX-100831,Tiruppur Textiles,Salem Steel,textile,532.24,13.51,2026-05-04T14:11:50.284323,243.3,9.5,3,False,0
TX-100832,Kovai Paper Mills,Salem Steel,metal,7804.43,94.76,2026-06-10T14:11:50.284385,100.0,8.0,21,False,0
TX-100833,Tiruppur Textiles,Coimbatore E-Hub,textile,2653.23,12.65,2026-07-19T14:11:50.284444,421.1,6.1,19,False,0
TX-100834,Tiruppur Textiles,Coimbatore E-Hub,paper,4726.27,11.59,2026-06-18T14:11:50.284495,336.6,7.0,14,False,0
TX-100835,Electro-Recycle,Salem Scrap Yard,textile,4832.19,12.8,2026-07-11T14:11:50.284548,36.9,5.3,16,False,0
TX-100836,Tiruppur Textiles,Coimbatore E-Hub,plastic,947.25,23.47,2026-07-08T14:11:50.284598,446.5,7.7,7,False,0
TX-100837,Tiruppur Textiles,Coimbatore E-Hub,metal,1947.99,100.6,2026-07-14T14:11:50.284649,94.3,8.2,25,False,0
TX-100838,Tiruppur Textiles,Salem Scrap Yard,textile,4074.27,12.25,2026-04-19T14:11:50.284699,156.4,9.0,9,False,0
TX-100839,Kovai Paper Mills,Salem Steel,metal,2198.14,92.77,2026-07-20T14:11:50.284750,346.4,5.2,23,False,0
TX-100840,Electro-Recycle,Coimbatore E-Hub,paper,2929.93,10.03,2026-07-16T14:11:50.284799,210.0,9.3,18,False,0
TX-100841,EcoFibre Ltd,Chennai Polymers,metal,1011.68,88.1,2026-07-11T14:11:50.284848,361.7,7.1,25,False,0
TX-100842,Kovai Paper Mills,Salem Scrap Yard,battery,2173.83,145.86,2026-07-10T14:11:50.284897,220.0,6.5,5,False,0
TX-100843,Electro-Recycle,Chennai Polymers,battery,6064.98,145.03,2026-06-16T14:11:50.284946,304.2,7.1,6,False,0
TX-100844,Kovai Paper Mills,Salem Scrap Yard,battery,1761.18,167.99,2026-06-12T14:11:50.284995,22.6,6.4,12,False,0
TX-100845,Kovai Paper Mills,Salem Steel,metal,838.81,111.4,2026-05-14T14:11:50.285044,195.1,4.8,19,False,0
TX-100846,EcoFibre Ltd,Salem Scrap Yard,textile,3123.56,11.04,2026-04-25T14:11:50.285093,268.9,7.2,16,False,0
TX-100847,Tiruppur Textiles,Chennai Polymers,textile,5716.07,13.27,2026-07-22T14:11:50.285143,438.1,8.7,17,False,0
TX-100848,Kovai Paper Mills,Coimbatore E-Hub,textile,6573.25,12.74,2026-04-03T14:11:50.285192,306.4,8.1,11,False,0
TX-100849,Tiruppur Textiles,Salem Steel,battery,7471.31,110.17,2026-04-24T14:11:50.285243,392.4,6.5,23,False,0
TX-100850,Tiruppur Textiles,Salem Steel,paper,697.48,11.87,2026-05-03T14:11:50.285296,383.2,5.7,25,False,0
TX-100851,Tiruppur Textiles,Coimbatore E-Hub,metal,4118.67,110.09,2026-05-04T14:11:50.285350,325.9,6.1,9,False,0
TX-100852,Tiruppur Textiles,Coimbatore E-Hub,textile,3818.58,11.73,2026-07-20T14:11:50.285407,418.2,7.4,9,False,0
TX-100853,Tiruppur Textiles,Coimbatore E-Hub,plastic,406.52,19.72,2026-04-28T14:11:50.285459,88.1,8.9,7,False,0
TX-100854,Electro-Recycle,Coimbatore E-Hub,textile,900.08,10.63,2026-07-07T14:11:50.285509,11.9,5.0,26,False,0
TX-100855,Electro-Recycle,Chennai Polymers,plastic,7230.08,21.6,2026-05-26T14:11:50.285558,37.6,9.3,17,False,0
TX-100856,EcoFibre Ltd,Coimbatore E-Hub,battery,6362.03,137.75,2026-04-06T14:11:50.285607,22.8,9.8,1,False,0
TX-100857,Kovai Paper Mills,Chennai Polymers,metal,2149.26,125.01,2026-07-12T14:11:50.285657,288.1,6.7,11,False,0
TX-100858,EcoFibre Ltd,Salem Scrap Yard,textile,6917.42,12.72,2026-05-02T14:11:50.285706,230.1,4.1,18,False,0
TX-100859,Electro-Recycle,Salem Scrap Yard,plastic,6382.77,16.9,2026-04-22T14:11:50.285757,65.3,6.6,5,False,0
TX-100860,Electro-Recycle,Coimbatore E-Hub,plastic,3974.55,20.42,2026-05-12T14:11:50.285807,114.9,9.3,26,False,0
TX-100861,EcoFibre Ltd,Coimbatore E-Hub,paper,3549.0,9.74,2026-06-26T14:11:50.285861,287.0,6.7,15,False,0
TX-100862,EcoFibre Ltd,Coimbatore E-Hub,metal,1545.09,90.2,2026-05-23T14:11:50.285915,282.3,4.4,10,False,0
TX-100863,Kovai Paper Mills,Coimbatore E-Hub,plastic,4498.0,16.09,2026-05-25T14:11:50.285976,333.5,6.0,20,False,0
TX-100864,Kovai Paper Mills,Coimbatore E-Hub,textile,5266.55,10.18,2026-05-26T14:11:50.286028,43.2,4.5,20,False,0
TX-100865,Tiruppur Textiles,Coimbatore E-Hub,paper,2545.85,10.95,2026-04-08T14:11:50.286079,147.4,8.9,15,False,0
TX-100866,EcoFibre Ltd,Salem Scrap Yard,paper,1691.05,10.11,2026-07-20T14:11:50.286129,121.4,4.4,26,False,0
TX-100867,Kovai Paper Mills,Chennai Polymers,paper,5790.63,10.46,2026-04-20T14:11:50.286178,413.6,6.4,15,False,0
TX-100868,Kovai Paper Mills,Salem Scrap Yard,paper,2682.46,10.27,2026-04-27T14:11:50.286227,223.9,8.6,19,False,0
TX-100869,Tiruppur Textiles,Salem Scrap Yard,plastic,3881.74,19.23,2026-05-21T14:11:50.286277,81.7,8.4,18,False,0
TX-100870,EcoFibre Ltd,Coimbatore E-Hub,metal,7350.29,108.61,2026-06-25T14:11:50.286328,297.0,6.8,20,False,0
TX-100871,Electro-Recycle,Salem Scrap Yard,textile,709.44,12.89,2026-05-27T14:11:50.286386,141.3,7.9,21,False,0
TX-100872,Electro-Recycle,Salem Steel,battery,4194.76,112.98,2026-04-02T14:11:50.286445,263.5,8.3,26,False,0
TX-100873,Electro-Recycle,Chennai Polymers,battery,5031.12,134.44,2026-07-17T14:11:50.286500,63.8,8.5,26,False,0
TX-100874,Electro-Recycle,Salem Scrap Yard,battery,3088.95,134.53,2026-04-21T14:11:50.286587,216.8,9.9,24,False,0
TX-100875,EcoFibre Ltd,Chennai Polymers,plastic,7853.44,20.48,2026-04-26T14:11:50.286802,65.0,5.9,4,False,0
TX-100876,Electro-Recycle,Coimbatore E-Hub,metal,3101.4,124.97,2026-04-09T14:11:50.286855,254.2,6.9,22,False,0
